location,week_start,iso_code,location_type,pandemic_period,year,quarter,month,iso_week,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,mobility_restriction_index
Poland,2020-12-21,PL,comparison_country,2020-2022,2020,4,12,52,-40.142857142857146,-24.0,-4.714285714285714,-46.714285714285715,-47.142857142857146,12.142857142857142,-44.66666666666667
Poland,2020-12-28,PL,comparison_country,2020-2022,2020,4,12,53,-43.285714285714285,-17.571428571428573,1.1428571428571428,-50.0,-44.285714285714285,14.571428571428571,-45.857142857142854
Poland,2021-01-04,PL,comparison_country,2020-2022,2021,1,1,1,-40.0,-16.571428571428573,-2.142857142857143,-45.0,-30.714285714285715,12.285714285714286,-38.57142857142857
Poland,2021-01-11,PL,comparison_country,2020-2022,2021,1,1,2,-37.857142857142854,-14.857142857142858,-2.0,-41.57142857142857,-21.714285714285715,8.142857142857142,-33.714285714285715
Poland,2021-01-18,PL,comparison_country,2020-2022,2021,1,1,3,-39.285714285714285,-14.857142857142858,-17.857142857142858,-41.714285714285715,-19.714285714285715,8.571428571428571,-33.57142857142857
Poland,2021-01-25,PL,comparison_country,2020-2022,2021,1,1,4,-35.142857142857146,0.2857142857142857,-10.714285714285714,-39.285714285714285,-17.0,8.142857142857142,-30.476190476190478
Poland,2021-02-01,PL,comparison_country,2020-2022,2021,1,2,5,-33.0,-13.571428571428571,-20.428571428571427,-38.42857142857143,-18.571428571428573,8.0,-30.0
Poland,2021-02-08,PL,comparison_country,2020-2022,2021,1,2,6,-30.571428571428573,-8.571428571428571,-14.142857142857142,-34.57142857142857,-18.571428571428573,8.142857142857142,-27.904761904761905
Poland,2021-02-15,PL,comparison_country,2020-2022,2021,1,2,7,-29.714285714285715,-5.285714285714286,-1.0,-32.714285714285715,-16.857142857142858,6.714285714285714,-26.428571428571427
Poland,2021-02-22,PL,comparison_country,2020-2022,2021,1,2,8,-24.857142857142858,-1.8571428571428572,14.714285714285714,-29.714285714285715,-15.142857142857142,5.714285714285714,-23.238095238095237
Poland,2021-03-01,PL,comparison_country,2020-2022,2021,1,3,9,-26.857142857142858,-2.857142857142857,-0.42857142857142855,-32.42857142857143,-15.142857142857142,5.857142857142857,-24.809523809523814
Poland,2021-03-08,PL,comparison_country,2020-2022,2021,1,3,10,-25.857142857142858,0.14285714285714285,-7.285714285714286,-32.42857142857143,-15.714285714285714,6.571428571428571,-24.666666666666664
Poland,2021-03-15,PL,comparison_country,2020-2022,2021,1,3,11,-29.857142857142858,-3.2857142857142856,-11.0,-35.57142857142857,-16.142857142857142,7.428571428571429,-27.190476190476193
Poland,2021-03-22,PL,comparison_country,2020-2022,2021,1,3,12,-29.142857142857142,14.571428571428571,10.0,-35.57142857142857,-16.857142857142858,7.714285714285714,-27.190476190476193
Poland,2021-03-29,PL,comparison_country,2020-2022,2021,1,3,13,-42.142857142857146,-2.2857142857142856,25.857142857142858,-39.857142857142854,-28.714285714285715,9.0,-36.904761904761905
Poland,2021-04-05,PL,comparison_country,2020-2022,2021,2,4,14,-42.42857142857143,-12.285714285714286,26.142857142857142,-38.142857142857146,-29.285714285714285,9.857142857142858,-36.61904761904763
Poland,2021-04-12,PL,comparison_country,2020-2022,2021,2,4,15,-35.285714285714285,-0.2857142857142857,2.4285714285714284,-36.0,-18.714285714285715,8.428571428571429,-30.0
Poland,2021-04-19,PL,comparison_country,2020-2022,2021,2,4,16,-25.571428571428573,21.142857142857142,37.857142857142854,-28.428571428571427,-12.714285714285714,5.428571428571429,-22.238095238095237
Poland,2021-04-26,PL,comparison_country,2020-2022,2021,2,4,17,-29.857142857142858,2.0,45.57142857142857,-29.285714285714285,-21.0,4.714285714285714,-26.714285714285715
Poland,2021-05-03,PL,comparison_country,2020-2022,2021,2,5,18,-15.428571428571429,7.714285714285714,63.857142857142854,-22.285714285714285,-20.142857142857142,5.0,-19.285714285714285
Poland,2021-05-10,PL,comparison_country,2020-2022,2021,2,5,19,-4.714285714285714,17.0,90.28571428571429,-12.857142857142858,-9.142857142857142,1.2857142857142858,-8.904761904761905
