location,week_start,new_cases,new_deaths,new_tests,new_vaccinations,new_cases_per_million_calc,new_deaths_per_million_calc,new_cases_7d_avg,new_deaths_7d_avg,new_cases_per_million_7d_avg,new_deaths_per_million_7d_avg,new_cases_smoothed,new_cases_smoothed_per_million,new_deaths_smoothed,new_deaths_smoothed_per_million,hosp_patients,hosp_patients_per_million,icu_patients,icu_patients_per_million,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,new_vaccinations_smoothed,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,reproduction_rate,total_cases,total_deaths,total_cases_per_million,total_deaths_per_million,total_tests,total_tests_per_thousand,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,excess_mortality,excess_mortality_cumulative,excess_mortality_cumulative_absolute,excess_mortality_cumulative_per_million,iso_code,continent,population,population_density,median_age,life_expectancy,gdp_per_capita,extreme_poverty,diabetes_prevalence,handwashing_facilities,hospital_beds_per_thousand,human_development_index,location_type,pandemic_period,year,quarter,month,iso_week
United Kingdom,2021-12-20,921736.0,855.0,10821174.0,3899589.0,1931.3272864148228,1.7914943431575565,111500.48979591837,122.67346938775509,1635.4005580126225,1.799276941807865,111500.49142857142,1635.400557142857,122.67347,1.7992769428571427,8174.0,121.08028571428572,844.8571428571429,12.51457142857143,1585585.857142857,23.56657142857143,5.971932257142858,17.155149,833405.4657142857,12223.728857142856,32484.877142857145,0.04764623685714286,41.534285714285716,1.278914285714286,12574779.0,176159.0,184436.86,2583.7603,385364199.0,5727.679,131427740.0,51663356.0,47271068.0,32493319.0,192.76776,75.7757,69.33344,47.65862,10.976873,11.219928,136447.2,2028.0187,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2021,4,12,51
United Kingdom,2021-12-27,1292071.0,985.0,10458633.0,2049406.0,2707.2957748045933,2.0638852959183547,154617.63265306124,129.10204081632654,2267.808537722346,1.8935661177635261,154617.63428571427,2267.8084714285715,129.10204142857143,1.8935661,12648.57142857143,187.36142857142858,866.8571428571429,12.840714285714286,1498388.142857143,22.27057142857143,8.77368067142857,11.690987071428571,320680.3257142858,4703.484142857143,18490.163285714287,0.02711990185714286,43.50285714285714,1.2439571428571428,13866850.0,177144.0,203387.94,2598.2073,395822832.0,5883.126,133477150.0,51801496.0,47453496.0,34222161.0,195.77367,75.97832,69.60101,50.194347,5.234351,11.174418,136934.9,2028.3967,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2021,4,12,52
United Kingdom,2022-01-03,1320332.0,1360.0,13036160.0,1880350.0,2766.5114726197694,2.849628428882195,200987.4489795918,171.0612244897959,2947.9241464891784,2.5089900725725376,200987.44857142857,2947.924142857143,171.0612242857143,2.5089901142857145,17882.14285714286,264.88557142857144,856.7142857142857,12.69057142857143,1740048.857142857,25.86257142857143,11.641128857142856,8.647585285714285,246776.36857142858,3619.5195714285715,20654.40814285714,0.030294244714285712,40.49571428571429,1.1068714285714285,15187182.0,178504.0,222753.52,2618.1548,408858992.0,6076.883,135357500.0,51974604.0,47718730.0,35664164.0,198.53162,76.232216,69.99004,52.30936,1.2373536,11.064243,137104.9,2030.9149,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,1,1,1
United Kingdom,2022-01-10,723565.0,1648.0,10143280.0,1196813.0,1516.0966133412835,3.4530791549984245,140566.42857142858,221.93877551020407,2061.7166448713742,3.2552215508501967,140566.42857142858,2061.7166428571427,221.93877857142857,3.2552215714285713,19318.285714285714,286.15871428571427,764.1428571428571,11.319142857142856,1626276.2857142857,24.17142857142857,9.970338428571427,10.228646,218347.54857142858,3202.5482857142856,22299.632571428574,0.03270732885714286,40.19714285714286,0.9658857142857143,15910747.0,180152.0,233366.19,2642.3264,419002272.0,6227.643,136554300.0,52117864.0,47963132.0,36473316.0,200.28702,76.44234,70.34851,53.496162,-3.8865721,10.874948,136487.31,2021.7665,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,1,1,2
United Kingdom,2022-01-17,730232.0,1650.0,9557666.0,818466.0,1530.06607858787,3.4572697850408987,102351.36734693879,239.9795918367347,1501.2085021232433,3.5198299049606865,102351.36571428573,1501.2085142857143,239.97959285714288,3.519829885714286,17872.571428571428,264.74357142857144,660.4285714285714,9.782857142857143,1384462.7142857143,20.577285714285715,7.531913314285715,13.353228,136171.16142857142,1997.2503571428572,18911.244714285713,0.027737511,39.03142857142858,0.9778714285714286,16640979.0,181802.0,244076.66,2666.5273,428559938.0,6369.698,137372780.0,52236576.0,48195144.0,36941059.0,201.48747,76.616455,70.688805,54.18221,-4.323971,10.694346,135834.7,2012.0996,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,1,1,3
United Kingdom,2022-01-24,713559.0,1482.0,9084830.0,691899.0,1495.130891238787,3.105256861473098,103981.97959183673,220.79591836734696,1525.125026437076,3.238459030680301,103981.98,1525.1250285714286,220.79591857142856,3.2384589999999998,15929.57142857143,235.96228571428568,552.1428571428571,8.178714285714285,1330180.142857143,19.770714285714288,7.666266757142857,13.050903428571429,106636.65285714286,1564.061642857143,16054.08142857143,0.023546850714285715,37.392857142857146,1.1207571428571428,17354538.0,183284.0,254542.56,2688.264,437644768.0,6504.727,138064670.0,52345160.0,48416496.0,37303021.0,202.50229,76.77572,71.01347,54.713108,-3.891573,10.528987,135267.9,2003.7037,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,1,1,4
United Kingdom,2022-01-31,588540.0,1324.0,8359979.0,520530.0,1233.17670259877,2.7741970881176665,92656.83673469388,198.51020408163262,1359.016832813499,2.9115898873673443,92656.83714285714,1359.0168857142858,198.51020285714284,2.911589914285714,14377.42857142857,212.9707142857143,478.14285714285717,7.082571428571429,1243128.5714285714,18.476714285714284,7.701729185714286,12.996043714285715,85803.30571428571,1258.4946714285713,14432.183714285713,0.021167979857142857,36.80428571428571,1.0726,17943078.0,184608.0,263174.8,2707.6833,446004747.0,6628.981,138585200.0,52437296.0,48594496.0,37553416.0,203.26576,76.91086,71.27454,55.080364,-3.3042192,10.380438,134807.11,1996.8779,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,1,1,5
United Kingdom,2022-02-07,420192.0,1037.0,7179714.0,474029.0,880.434609403579,2.172841677022674,69975.40816326531,167.28571428571428,1026.343666891715,2.453613889868419,69975.40857142858,1026.3436614285715,167.28571428571428,2.4536138857142857,12586.42857142857,186.441,419.2857142857143,6.210857142857143,1104716.857142857,16.419285714285714,6.821678085714285,14.73065557142857,69436.02,1018.4323714285714,11590.08157142857,0.016999410714285713,36.455714285714286,0.8449857142857143,18363270.0,185645.0,269337.84,2722.8933,453184461.0,6735.693,139059230.0,52514096.0,48758908.0,37786235.0,203.96103,77.0235,71.515686,55.421844,-3.2596867,10.238923,134363.31,1990.3041,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,1,2,6
United Kingdom,2022-02-14,316060.0,947.0,5878371.0,423047.0,662.2452656121371,1.9842633251113522,50674.10204081633,139.20408163265307,743.2474503567001,2.0417348228367076,50674.101428571434,743.2474471428571,139.2040785714286,2.041734914285714,11355.57142857143,168.20857142857145,347.57142857142856,5.148428571428572,906516.5714285715,13.473571428571429,5.839256400000001,17.166456857142858,65611.97928571429,962.34437,9784.000142857143,0.01435039342857143,30.05142857142857,0.7900857142857143,18679330.0,186592.0,273973.56,2736.7832,459062832.0,6823.064,139482290.0,52573588.0,48885892.0,38022801.0,204.58153,77.11076,71.70194,55.76882,-4.2252703,10.093686,133800.9,1981.9733,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,1,2,7
United Kingdom,2022-02-21,251631.0,845.0,4796316.0,358510.0,527.2462141088645,1.7705411929451873,40568.42857142857,125.28571428571429,595.0254644158359,1.8375912736247686,40568.42857142857,595.0254557142858,125.28571142857143,1.8375912857142858,10537.714285714286,156.09357142857144,289.42857142857144,4.287142857142857,754316.7142857143,11.211571428571428,5.448185085714286,18.36227442857143,53721.38785714285,787.9426142857143,8069.795842857143,0.011836135142857142,29.052857142857142,0.8699428571428571,18930961.0,187437.0,277664.28,2749.177,463859148.0,6894.352,139840800.0,52628660.0,49000224.0,38211911.0,205.10736,77.191536,71.86963,56.046192,-4.456243,9.949607,133210.11,1973.2218,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,1,2,8
United Kingdom,2022-02-28,277241.0,796.0,4571432.0,316157.0,580.9072318027416,1.667870756904579,35618.44897959184,115.95918367346938,522.4230982606944,1.7007971358097305,35618.44857142858,522.4230942857142,115.95918428571429,1.700797142857143,10416.714285714286,154.3012857142857,269.57142857142856,3.9932857142857143,653018.4285714285,9.705714285714285,5.305728757142857,18.870811285714286,46910.83714285714,688.0508628571428,6886.734728571429,0.010100915142857143,23.15,1.0489857142857144,19208202.0,188233.0,281730.62,2760.852,468430580.0,6962.297,140156940.0,52672970.0,49106830.0,38377152.0,205.57108,77.25652,72.02599,56.288555,-0.25181583,9.853096,133177.9,1972.7449,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,1,2,9
United Kingdom,2022-03-07,437488.0,778.0,4895133.0,511605.0,916.6751780108925,1.6301550865223147,51513.71428571428,111.46938775510203,755.5622153979441,1.6349443779994275,51513.71428571428,755.56222,111.46938857142857,1.6349444,11726.714285714286,173.70614285714285,260.85714285714283,3.864142857142857,676368.1428571428,10.053,6.507036142857143,15.689444142857143,65438.75428571429,959.8036428571429,5500.979628571428,0.008068399571428572,23.15,1.177414285714286,19645690.0,189011.0,288147.38,2772.2632,473325713.0,7035.053,140668560.0,52708424.0,49209240.0,38513136.0,206.32146,77.308525,72.1762,56.488007,-2.9317112,9.729696,132791.7,1967.0242,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,1,3,10
United Kingdom,2022-03-14,581248.0,951.0,5272752.0,288242.0,1217.8976654639105,1.9926445851963,76009.83673469388,122.83673469387756,1114.851868703783,1.8016715875464215,76009.83571428571,1114.8518857142858,122.83673571428572,1.8016715714285714,14287.714285714286,211.64185714285713,282.57142857142856,4.1855714285714285,736737.7142857143,10.950285714285714,9.233333357142858,10.994754571428572,50761.36714285715,744.5273900000001,5032.959185714286,0.007381944471428571,21.958571428571428,1.1945857142857144,20226938.0,189962.0,296672.66,2786.2117,478598465.0,7113.423,140956800.0,52747250.0,49312976.0,38648211.0,206.74423,77.36547,72.328354,56.686123,-2.338561,9.617615,132492.5,1962.5922,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,1,3,11
United Kingdom,2022-03-21,606372.0,1176.0,5186052.0,578250.0,1270.5403600574666,2.464090464974604,85946.08163265305,157.67346938775512,1260.5888110294604,2.3126291220109074,85946.08142857142,1260.588842857143,157.67346999999998,2.3126290857142857,16986.0,251.61100000000002,324.14285714285717,4.801428571428572,750229.0,11.150571428571428,11.064107857142858,9.052860285714285,92970.81571428571,1363.6220514285712,5176.602042857143,0.007592628357142857,20.37,1.0967142857142858,20833310.0,191138.0,305566.44,2803.4602,483784517.0,7190.503,141763440.0,52783240.0,49393056.0,38761519.0,207.92735,77.41827,72.44581,56.852314,2.019248,9.551384,132737.11,1966.2153,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,1,3,12
United Kingdom,2022-03-28,478671.0,1272.0,4464876.0,806294.0,1002.966536530492,2.6652407070133473,78076.04081632652,172.44897959183672,1145.1573078480847,2.5293445613502676,78076.04000000001,1145.1573071428572,172.44897999999998,2.529344571428571,19257.285714285714,285.2552857142857,355.2857142857143,5.262714285714286,688399.8571428572,10.231571428571428,11.548465142857143,8.662827428571429,105343.98,1545.1017714285715,5891.969428571429,0.008641872471428572,20.37,0.9531857142857143,21311981.0,192410.0,312587.2,2822.117,488249393.0,7256.865,142569740.0,52826860.0,49478290.0,38866665.0,209.10995,77.48224,72.570816,57.006535,-1.7774439,9.457147,132529.9,1963.1461,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,1,3,13
United Kingdom,2022-04-04,299046.0,1426.0,3367608.0,959956.0,626.5955758408124,2.9879192202838314,52523.26530612245,193.32653061224488,770.3695073223081,2.8355598851681765,52523.265,770.3695085714286,193.32653142857143,2.835559842857143,19812.714285714286,293.4827142857143,361.0,5.3472857142857135,540950.8571428572,8.040142857142857,10.45486742857143,9.615576285714285,126096.08428571429,1849.4771285714285,10327.551000000001,0.015147631285714286,20.37,0.8247142857142856,21611027.0,193836.0,316973.38,2843.0325,491617001.0,7306.917,143529700.0,52925736.0,49556710.0,38974239.0,210.51794,77.62726,72.685844,57.164314,4.1514716,9.412887,133019.31,1970.3955,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,2,4,14
United Kingdom,2022-04-11,209920.0,1340.0,2533029.0,791265.0,439.84852925805177,2.807722128457457,35514.38775510204,201.12244897959184,520.896810933082,2.9499042191842473,35514.38814285714,520.8968114285715,201.12244857142858,2.949904228571429,18382.714285714286,272.30057142857146,349.7142857142857,5.180428571428571,408899.28571428574,6.077285714285714,8.966769571428571,11.171531857142856,135828.63,1992.2264,16673.04042857143,0.024454690857142858,20.37,0.7684571428571428,21820947.0,195176.0,320052.3,2862.6865,494150030.0,7344.566,144320960.0,53035856.0,49625700.0,39069045.0,211.67851,77.78878,72.78703,57.30337,-5.996908,9.282853,132298.11,1959.7125,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,2,4,15
United Kingdom,2022-04-18,146688.0,1137.0,2333365.0,1024333.0,307.3575698351996,2.3823731791463643,24554.85714285714,176.16326530612244,360.1511271102848,2.5838227519024275,24554.856714285714,360.15112714285715,176.1632642857143,2.583822714285714,16239.285714285714,240.55014285714287,331.85714285714283,4.9157142857142855,336295.4285714286,4.998142857142858,8.039574671428571,12.533662428571429,113367.16285714286,1662.7794285714285,14110.122428571429,0.020695605714285716,11.374285714285715,0.7893285714285714,21967635.0,196313.0,322203.8,2879.363,496483395.0,7379.247,145345300.0,53152044.0,49697444.0,39173584.0,213.18092,77.95919,72.89226,57.4567,1.9937145,9.222205,132536.5,1963.2439,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,2,4,16
United Kingdom,2022-04-25,94269.0,904.0,2056657.0,883937.0,197.5232517369821,1.894164779198165,16677.755102040817,144.83673469387756,244.61605550071627,2.1243501008169057,16677.755285714284,244.61606,144.8367342857143,2.1243501142857144,12913.285714285714,191.2827142857143,308.57142857142856,4.570714285714286,314049.71428571426,4.667857142857143,6.080046085714286,16.724390714285715,146184.49142857143,2144.117957142857,14816.755000000001,0.021732038571428573,11.11,0.7415571428571429,22061904.0,197217.0,323586.47,2892.6223,498540052.0,7409.815,146229230.0,53242210.0,49762476.0,39300955.0,214.4774,78.09144,72.98765,57.643517,17.752378,9.2925625,134658.31,1994.6738,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,2,4,17
United Kingdom,2022-05-02,73460.0,712.0,1778170.0,654456.0,153.92184146006326,1.4918642951206789,11282.57142857143,113.24489795918366,165.48378974724852,1.660986150406229,11282.57142857143,165.48379,113.24489857142858,1.6609861857142858,10551.42857142857,156.29671428571427,254.85714285714286,3.7752857142857144,262325.71428571426,3.899,4.6257111857142865,21.777908857142855,100719.7957142857,1477.2779285714284,11613.938857142857,0.017034401857142858,11.11,0.7891285714285715,22135364.0,197929.0,324663.94,2903.0652,500318222.0,7436.244,146883680.0,53317460.0,49821052.0,39415043.0,215.43732,78.20181,73.073555,57.810852,-0.92291325,9.212684,134552.9,1993.1125,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,2,5,18
United Kingdom,2022-05-09,60338.0,592.0,1738961.0,626283.0,126.42711775139256,1.2404264925722497,9637.0,92.53061224489797,141.3478560176206,1.3571654723268776,9636.999714285714,141.34785428571428,92.53061142857143,1.3571654857142856,8421.42857142857,124.74528571428571,199.14285714285714,2.949857142857143,255386.14285714287,3.7958571428571433,4.002522314285715,25.053005285714285,97398.10285714285,1428.5579142857143,10149.163428571428,0.014885986,11.11,0.8467857142857144,22195702.0,198521.0,325548.9,2911.7483,502057183.0,7462.09,147509970.0,53382948.0,49877776.0,39535712.0,216.3559,78.29787,73.15675,57.98784,23.828926,9.321886,137172.7,2031.9192,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,2,5,19
United Kingdom,2022-05-16,52075.0,441.0,1213164.0,504505.0,109.11352973091199,0.9240339243654765,7913.34693877551,70.75510204081633,116.06668296352801,1.0377795969469088,7913.3469,116.06668285714285,70.75510142857142,1.037779617142857,6674.142857142857,98.86300000000001,188.85714285714286,2.797571428571428,258092.5,3.8360000000000003,3.3908980428571427,29.695843142857143,78116.93714285715,1145.7571571428573,8635.204042857144,0.012665430857142859,11.11,0.9226571428571428,22247777.0,198962.0,326312.72,2918.2166,503270347.0,7480.121,148014460.0,53436650.0,49925516.0,39642789.0,217.09586,78.376625,73.22678,58.144894,11.925189,9.342345,138562.7,2052.509,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,2,5,20
United Kingdom,2022-05-23,42463.0,346.0,,420876.0,88.97336174678284,0.7249789973479702,6559.857142857143,55.51020408163265,96.2147704601776,0.8141795511091986,6559.8571999999995,96.2147707142857,55.510203857142855,0.8141795557142857,5454.285714285715,80.79357142857143,,,,,3.0568754666666664,32.71595666666666,65064.102857142854,954.3085271428572,6199.775585714286,0.009093338071428573,11.11,1.0079714285714287,22290240.0,199308.0,326935.53,2923.2913,,,148435340.0,53472490.0,49986830.0,39724316.0,217.71317,78.42919,73.31671,58.26447,7.9307923,9.331592,139465.7,2065.885,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,2,5,21
United Kingdom,2022-05-30,44731.0,266.0,,251890.0,93.72553621494815,0.5573537956490175,6124.081632653061,41.693877551020414,89.82316165325305,0.6115326554838577,6124.081671428571,89.82316200000001,41.693876714285715,0.6115326457142858,4876.428571428572,72.23371428571429,,,,,,,48248.30642857143,707.6678057142857,5922.938742857143,0.008687295857142856,11.11,1.1846857142857143,22334971.0,199574.0,327591.6,2927.1929,,,148687230.0,53505424.0,50025630.0,39782009.0,218.08263,78.4775,73.37362,58.34909,-17.397495,9.161785,137803.31,2041.2603,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,2,5,22
United Kingdom,2022-06-06,74352.0,258.0,,294061.0,155.7908624590066,0.5405912754791223,8664.795918367347,36.89795918367347,127.0883393059515,0.5411899369137615,8664.795842857142,127.08833928571428,36.897959428571426,0.5411899471428571,5222.0,77.3527142857143,,,,,,,36100.877857142856,529.4989814285715,3945.285728571428,0.005786631485714286,11.11,1.386442857142857,22409323.0,199832.0,328682.12,2930.977,,,148981300.0,53539970.0,50069860.0,39850810.0,218.51393,78.528175,73.43849,58.45,16.26747,9.215383,139662.9,2068.8062,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,2,6,23
United Kingdom,2022-06-13,96164.0,299.0,,241991.0,201.49387370222604,0.6264991913498356,12377.102040816328,39.0,181.53749477853108,0.572021000797676,12377.101857142858,181.53749,39.000000428571425,0.5720209885714286,6221.285714285715,92.155,,,,,,,37515.24428571429,550.2437871428572,4425.265285714286,0.006490627428571428,11.11,1.3482714285714283,22505487.0,200131.0,330092.6,2935.3625,,,149223300.0,53568336.0,50111304.0,39907229.0,218.86887,78.56978,73.499275,58.532753,14.044665,9.249584,141181.11,2091.2952,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,2,6,24
United Kingdom,2022-06-20,130271.0,380.0,,330775.0,272.9587831315533,0.7962197080700252,16396.591836734693,49.40816326530613,240.49217620820468,0.7246796666306506,16396.592142857142,240.49217285714286,49.40816285714286,0.7246796628571428,8132.714285714285,120.46900000000001,,,,,,,45572.775714285715,668.4252485714286,4335.408128571428,0.006358831942857143,11.11,1.2711857142857144,22635758.0,200511.0,332003.3,2940.936,,,149554060.0,53601172.0,50160210.0,39965236.0,219.35402,78.617935,73.57101,58.617832,13.772236,9.281377,142669.31,2113.3396,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,2,6,25
United Kingdom,2022-06-27,160214.0,513.0,,314651.0,335.69880081245003,1.074896605894534,20918.285714285714,65.38775510204081,306.812787929678,0.9590556182918648,20918.286,306.81279,65.3877542857143,0.9590556100000001,11081.285714285714,164.14542857142857,,,,,,,42463.42928571429,622.8198157142857,4614.551085714285,0.006768256542857142,11.11,1.1081285714285714,22795972.0,201024.0,334353.2,2948.4602,,,149868720.0,53629720.0,50227780.0,40023211.0,219.81552,78.659805,73.67011,58.702866,10.547835,9.290141,143799.11,2130.0752,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,2,6,26
United Kingdom,2022-07-04,195623.0,679.0,,242972.0,409.8918103994277,1.4227188994198607,26302.306122448976,84.93877551020408,385.7813197807719,1.2458144454840017,26302.306,385.7813171428571,84.93877571428571,1.2458144571428573,14408.0,213.42357142857142,,,,,,,38858.489285714284,569.9454357142857,3997.714257142857,0.0058635296285714286,11.11,0.9495714285714286,22991595.0,201703.0,337222.44,2958.4192,,,150111680.0,53656588.0,50307270.0,40078099.0,220.17189,78.69922,73.78671,58.78337,10.0,9.294964,144858.11,2145.762,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,3,7,27
United Kingdom,2022-07-11,166429.0,873.0,,216126.0,348.7211836694374,1.829210013539821,26051.020408163262,115.55102040816327,382.0956606584162,1.694810521463339,26051.02085714286,382.0956614285714,115.55102142857143,1.6948105000000002,16539.14285714286,244.99185714285713,,,,,,,31994.244857142858,469.2661585714286,3484.0612,0.005110144085714286,11.11,0.9802285714285714,23158024.0,202576.0,339663.5,2971.2236,,,150327800.0,53679210.0,50383624.0,40130299.0,220.48889,78.73239,73.8987,58.859932,12.5259,9.316828,146188.11,2165.4631,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,3,7,28
United Kingdom,2022-07-18,110346.0,1067.0,,183056.0,231.20963133340788,2.235701127659781,19074.897959183672,141.20408163265307,279.7754415570716,2.071069233134024,19074.897999999997,279.77544142857147,141.2040785714286,2.0710692571428573,15916.57142857143,235.76985714285712,,,,,,,27737.816571428575,406.83623857142857,3013.734685714286,0.0044203065285714285,11.11,1.0700142857142858,23268370.0,203643.0,341281.97,2986.8738,,,150510860.0,53700196.0,50454744.0,40174494.0,220.75739,78.763176,74.003006,58.924755,19.01395,9.381081,148178.11,2194.9407,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,3,7,29
United Kingdom,2022-07-25,74614.0,852.0,,182945.0,156.33983499457068,1.785208398093846,12730.551020408164,135.30612244897958,186.7216034717885,1.9845626558286718,12730.551000000001,186.72160285714287,135.30612285714287,1.9845626857142857,13727.285714285714,203.34028571428573,,,,,,,27621.469142857142,405.12975857142857,3505.326557142857,0.005141334385714285,11.11,1.0369142857142857,23342984.0,204495.0,342376.34,2999.37,,,150693810.0,53723890.0,50526812.0,40219929.0,221.02571,78.79793,74.10871,58.991394,20.424225,9.453446,150306.11,2226.4624,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,3,7,30
United Kingdom,2022-08-01,56953.0,649.0,,151734.0,119.33447640450564,1.3598594487827533,9118.408163265307,104.0,133.7415631598133,1.5253893354604693,9118.408142857143,133.74156,104.00000285714286,1.525389357142857,11423.0,169.20700000000002,,,,,,,23274.693857142855,341.37471,2958.4490285714282,0.0043392177714285714,11.11,1.0220571428571428,23399937.0,205144.0,343211.7,3008.8892,,,150845550.0,53742610.0,50582532.0,40256647.0,221.24826,78.825386,74.19044,59.04525,16.749567,9.500927,152050.5,2252.302,GBR,Europe,68179315.0,281.814208984375,39.50400161743164,81.07440185546875,52621.1796875,0.4000000059604645,7.400000095367432,,2.4200000762939453,,main_country,2020-2022,2022,3,8,31
