location,date,variant,variant_percent,iso_code,country_reference,location_type,year,quarter,month,iso_week,week_start,pandemic_period
England,2022-10-31,Omicron BA.2.75,7.86,ENG,United Kingdom,england_detail,2022,4,10,44,2022-10-31,2020-2022
England,2022-10-31,Omicron BA.4,2.48,ENG,United Kingdom,england_detail,2022,4,10,44,2022-10-31,2020-2022
England,2022-10-31,Omicron BA.5,84.67,ENG,United Kingdom,england_detail,2022,4,10,44,2022-10-31,2020-2022
England,2022-10-31,Omicron XBB,2.15,ENG,United Kingdom,england_detail,2022,4,10,44,2022-10-31,2020-2022
England,2022-10-31,Other,1.33,ENG,United Kingdom,england_detail,2022,4,10,44,2022-10-31,2020-2022
England,2022-11-07,Omicron BA.2,2.37,ENG,United Kingdom,england_detail,2022,4,11,45,2022-11-07,2020-2022
England,2022-11-07,Omicron BA.2.75,10.43,ENG,United Kingdom,england_detail,2022,4,11,45,2022-11-07,2020-2022
England,2022-11-07,Omicron BA.4,2.41,ENG,United Kingdom,england_detail,2022,4,11,45,2022-11-07,2020-2022
England,2022-11-07,Omicron BA.5,80.18,ENG,United Kingdom,england_detail,2022,4,11,45,2022-11-07,2020-2022
England,2022-11-07,Omicron XBB,3.65,ENG,United Kingdom,england_detail,2022,4,11,45,2022-11-07,2020-2022
England,2022-11-07,Other,0.96,ENG,United Kingdom,england_detail,2022,4,11,45,2022-11-07,2020-2022
England,2022-11-14,Omicron BA.2,3.02,ENG,United Kingdom,england_detail,2022,4,11,46,2022-11-14,2020-2022
England,2022-11-14,Omicron BA.2.75,9.55,ENG,United Kingdom,england_detail,2022,4,11,46,2022-11-14,2020-2022
England,2022-11-14,Omicron BA.4,1.37,ENG,United Kingdom,england_detail,2022,4,11,46,2022-11-14,2020-2022
England,2022-11-14,Omicron BA.5,80.94,ENG,United Kingdom,england_detail,2022,4,11,46,2022-11-14,2020-2022
England,2022-11-14,Omicron XBB,3.83,ENG,United Kingdom,england_detail,2022,4,11,46,2022-11-14,2020-2022
England,2022-11-14,Other,1.29,ENG,United Kingdom,england_detail,2022,4,11,46,2022-11-14,2020-2022
England,2022-11-21,Omicron BA.1,0.03,ENG,United Kingdom,england_detail,2022,4,11,47,2022-11-21,2020-2022
England,2022-11-21,Omicron BA.2,7.09,ENG,United Kingdom,england_detail,2022,4,11,47,2022-11-21,2020-2022
England,2022-11-21,Omicron BA.2.75,9.38,ENG,United Kingdom,england_detail,2022,4,11,47,2022-11-21,2020-2022
England,2022-11-21,Omicron BA.4,1.41,ENG,United Kingdom,england_detail,2022,4,11,47,2022-11-21,2020-2022
England,2022-11-21,Omicron BA.5,76.19,ENG,United Kingdom,england_detail,2022,4,11,47,2022-11-21,2020-2022
England,2022-11-21,Omicron XBB,4.77,ENG,United Kingdom,england_detail,2022,4,11,47,2022-11-21,2020-2022
England,2022-11-21,Other,1.11,ENG,United Kingdom,england_detail,2022,4,11,47,2022-11-21,2020-2022
England,2022-11-28,Omicron BA.2,7.65,ENG,United Kingdom,england_detail,2022,4,11,48,2022-11-28,2020-2022
England,2022-11-28,Omicron BA.2.75,9.46,ENG,United Kingdom,england_detail,2022,4,11,48,2022-11-28,2020-2022
England,2022-11-28,Omicron BA.4,0.99,ENG,United Kingdom,england_detail,2022,4,11,48,2022-11-28,2020-2022
England,2022-11-28,Omicron BA.5,76.31,ENG,United Kingdom,england_detail,2022,4,11,48,2022-11-28,2020-2022
England,2022-11-28,Omicron XBB,4.74,ENG,United Kingdom,england_detail,2022,4,11,48,2022-11-28,2020-2022
England,2022-11-28,Other,0.85,ENG,United Kingdom,england_detail,2022,4,11,48,2022-11-28,2020-2022
England,2022-12-05,Omicron BA.1,0.02,ENG,United Kingdom,england_detail,2022,4,12,49,2022-12-05,2020-2022
England,2022-12-05,Omicron BA.2,10.58,ENG,United Kingdom,england_detail,2022,4,12,49,2022-12-05,2020-2022
England,2022-12-05,Omicron BA.2.75,9.26,ENG,United Kingdom,england_detail,2022,4,12,49,2022-12-05,2020-2022
England,2022-12-05,Omicron BA.4,0.66,ENG,United Kingdom,england_detail,2022,4,12,49,2022-12-05,2020-2022
England,2022-12-05,Omicron BA.5,73.36,ENG,United Kingdom,england_detail,2022,4,12,49,2022-12-05,2020-2022
England,2022-12-05,Omicron XBB,5.09,ENG,United Kingdom,england_detail,2022,4,12,49,2022-12-05,2020-2022
England,2022-12-05,Other,1.03,ENG,United Kingdom,england_detail,2022,4,12,49,2022-12-05,2020-2022
England,2022-12-12,Omicron BA.1,0.02,ENG,United Kingdom,england_detail,2022,4,12,50,2022-12-12,2020-2022
England,2022-12-12,Omicron BA.2,14.24,ENG,United Kingdom,england_detail,2022,4,12,50,2022-12-12,2020-2022
England,2022-12-12,Omicron BA.2.75,7.66,ENG,United Kingdom,england_detail,2022,4,12,50,2022-12-12,2020-2022
England,2022-12-12,Omicron BA.4,0.63,ENG,United Kingdom,england_detail,2022,4,12,50,2022-12-12,2020-2022
England,2022-12-12,Omicron BA.5,70.17,ENG,United Kingdom,england_detail,2022,4,12,50,2022-12-12,2020-2022
England,2022-12-12,Omicron XBB,5.85,ENG,United Kingdom,england_detail,2022,4,12,50,2022-12-12,2020-2022
England,2022-12-12,Other,1.43,ENG,United Kingdom,england_detail,2022,4,12,50,2022-12-12,2020-2022
England,2022-12-19,Omicron BA.1,0.03,ENG,United Kingdom,england_detail,2022,4,12,51,2022-12-19,2020-2022
England,2022-12-19,Omicron BA.2,17.58,ENG,United Kingdom,england_detail,2022,4,12,51,2022-12-19,2020-2022
England,2022-12-19,Omicron BA.2.75,6.83,ENG,United Kingdom,england_detail,2022,4,12,51,2022-12-19,2020-2022
England,2022-12-19,Omicron BA.4,0.55,ENG,United Kingdom,england_detail,2022,4,12,51,2022-12-19,2020-2022
England,2022-12-19,Omicron BA.5,66.93,ENG,United Kingdom,england_detail,2022,4,12,51,2022-12-19,2020-2022
England,2022-12-19,Omicron XBB,6.39,ENG,United Kingdom,england_detail,2022,4,12,51,2022-12-19,2020-2022
England,2022-12-19,Other,1.69,ENG,United Kingdom,england_detail,2022,4,12,51,2022-12-19,2020-2022
England,2022-12-26,Delta,0.02,ENG,United Kingdom,england_detail,2022,4,12,52,2022-12-26,2020-2022
England,2022-12-26,Omicron BA.2,22.59,ENG,United Kingdom,england_detail,2022,4,12,52,2022-12-26,2020-2022
England,2022-12-26,Omicron BA.2.75,7.58,ENG,United Kingdom,england_detail,2022,4,12,52,2022-12-26,2020-2022
England,2022-12-26,Omicron BA.4,0.39,ENG,United Kingdom,england_detail,2022,4,12,52,2022-12-26,2020-2022
England,2022-12-26,Omicron BA.5,58.95,ENG,United Kingdom,england_detail,2022,4,12,52,2022-12-26,2020-2022
England,2022-12-26,Omicron XBB,8.88,ENG,United Kingdom,england_detail,2022,4,12,52,2022-12-26,2020-2022
England,2022-12-26,Other,1.6,ENG,United Kingdom,england_detail,2022,4,12,52,2022-12-26,2020-2022
England,2023-01-02,Omicron BA.1,0.02,ENG,United Kingdom,england_detail,2023,1,1,1,2023-01-02,2023-2026
England,2023-01-02,Omicron BA.2,24.92,ENG,United Kingdom,england_detail,2023,1,1,1,2023-01-02,2023-2026
England,2023-01-02,Omicron BA.2.75,8.45,ENG,United Kingdom,england_detail,2023,1,1,1,2023-01-02,2023-2026
England,2023-01-02,Omicron BA.4,0.57,ENG,United Kingdom,england_detail,2023,1,1,1,2023-01-02,2023-2026
England,2023-01-02,Omicron BA.5,55.8,ENG,United Kingdom,england_detail,2023,1,1,1,2023-01-02,2023-2026
England,2023-01-02,Omicron XBB,8.56,ENG,United Kingdom,england_detail,2023,1,1,1,2023-01-02,2023-2026
England,2023-01-02,Other,1.69,ENG,United Kingdom,england_detail,2023,1,1,1,2023-01-02,2023-2026
England,2023-01-09,Omicron BA.1,0.03,ENG,United Kingdom,england_detail,2023,1,1,2,2023-01-09,2023-2026
England,2023-01-09,Omicron BA.2,26.54,ENG,United Kingdom,england_detail,2023,1,1,2,2023-01-09,2023-2026
England,2023-01-09,Omicron BA.2.75,6.34,ENG,United Kingdom,england_detail,2023,1,1,2,2023-01-09,2023-2026
England,2023-01-09,Omicron BA.4,0.55,ENG,United Kingdom,england_detail,2023,1,1,2,2023-01-09,2023-2026
England,2023-01-09,Omicron BA.5,52.91,ENG,United Kingdom,england_detail,2023,1,1,2,2023-01-09,2023-2026
England,2023-01-09,Omicron XBB,11.65,ENG,United Kingdom,england_detail,2023,1,1,2,2023-01-09,2023-2026
England,2023-01-09,Other,1.96,ENG,United Kingdom,england_detail,2023,1,1,2,2023-01-09,2023-2026
England,2023-01-16,Omicron BA.2,27.73,ENG,United Kingdom,england_detail,2023,1,1,3,2023-01-16,2023-2026
England,2023-01-16,Omicron BA.2.75,5.87,ENG,United Kingdom,england_detail,2023,1,1,3,2023-01-16,2023-2026
England,2023-01-16,Omicron BA.4,0.27,ENG,United Kingdom,england_detail,2023,1,1,3,2023-01-16,2023-2026
England,2023-01-16,Omicron BA.5,47.24,ENG,United Kingdom,england_detail,2023,1,1,3,2023-01-16,2023-2026
England,2023-01-16,Omicron XBB,17.69,ENG,United Kingdom,england_detail,2023,1,1,3,2023-01-16,2023-2026
England,2023-01-16,Other,1.2,ENG,United Kingdom,england_detail,2023,1,1,3,2023-01-16,2023-2026
England,2023-01-23,Omicron BA.2,32.07,ENG,United Kingdom,england_detail,2023,1,1,4,2023-01-23,2023-2026
England,2023-01-23,Omicron BA.2.75,4.63,ENG,United Kingdom,england_detail,2023,1,1,4,2023-01-23,2023-2026
England,2023-01-23,Omicron BA.4,0.2,ENG,United Kingdom,england_detail,2023,1,1,4,2023-01-23,2023-2026
England,2023-01-23,Omicron BA.5,40.61,ENG,United Kingdom,england_detail,2023,1,1,4,2023-01-23,2023-2026
England,2023-01-23,Omicron XBB,21.5,ENG,United Kingdom,england_detail,2023,1,1,4,2023-01-23,2023-2026
England,2023-01-23,Other,0.99,ENG,United Kingdom,england_detail,2023,1,1,4,2023-01-23,2023-2026
England,2023-01-30,Omicron BA.2,29.11,ENG,United Kingdom,england_detail,2023,1,1,5,2023-01-30,2023-2026
England,2023-01-30,Omicron BA.2.75,2.75,ENG,United Kingdom,england_detail,2023,1,1,5,2023-01-30,2023-2026
England,2023-01-30,Omicron BA.4,0.11,ENG,United Kingdom,england_detail,2023,1,1,5,2023-01-30,2023-2026
England,2023-01-30,Omicron BA.5,35.88,ENG,United Kingdom,england_detail,2023,1,1,5,2023-01-30,2023-2026
England,2023-01-30,Omicron XBB,31.25,ENG,United Kingdom,england_detail,2023,1,1,5,2023-01-30,2023-2026
England,2023-01-30,Other,0.9,ENG,United Kingdom,england_detail,2023,1,1,5,2023-01-30,2023-2026
England,2023-02-06,Omicron BA.2,28.08,ENG,United Kingdom,england_detail,2023,1,2,6,2023-02-06,2023-2026
England,2023-02-06,Omicron BA.2.75,2.99,ENG,United Kingdom,england_detail,2023,1,2,6,2023-02-06,2023-2026
England,2023-02-06,Omicron BA.4,0.07,ENG,United Kingdom,england_detail,2023,1,2,6,2023-02-06,2023-2026
England,2023-02-06,Omicron BA.5,24.28,ENG,United Kingdom,england_detail,2023,1,2,6,2023-02-06,2023-2026
England,2023-02-06,Omicron XBB,42.88,ENG,United Kingdom,england_detail,2023,1,2,6,2023-02-06,2023-2026
England,2023-02-06,Other,1.7,ENG,United Kingdom,england_detail,2023,1,2,6,2023-02-06,2023-2026
England,2023-02-13,Omicron BA.2,24.55,ENG,United Kingdom,england_detail,2023,1,2,7,2023-02-13,2023-2026
England,2023-02-13,Omicron BA.2.75,2.35,ENG,United Kingdom,england_detail,2023,1,2,7,2023-02-13,2023-2026
England,2023-02-13,Omicron BA.5,23.19,ENG,United Kingdom,england_detail,2023,1,2,7,2023-02-13,2023-2026
England,2023-02-13,Omicron XBB,48.25,ENG,United Kingdom,england_detail,2023,1,2,7,2023-02-13,2023-2026
England,2023-02-13,Other,1.66,ENG,United Kingdom,england_detail,2023,1,2,7,2023-02-13,2023-2026
England,2023-02-20,Omicron BA.2,23.64,ENG,United Kingdom,england_detail,2023,1,2,8,2023-02-20,2023-2026
England,2023-02-20,Omicron BA.2.75,1.56,ENG,United Kingdom,england_detail,2023,1,2,8,2023-02-20,2023-2026
England,2023-02-20,Omicron BA.4,0.02,ENG,United Kingdom,england_detail,2023,1,2,8,2023-02-20,2023-2026
England,2023-02-20,Omicron BA.5,16.14,ENG,United Kingdom,england_detail,2023,1,2,8,2023-02-20,2023-2026
England,2023-02-20,Omicron XBB,57.09,ENG,United Kingdom,england_detail,2023,1,2,8,2023-02-20,2023-2026
England,2023-02-20,Other,1.56,ENG,United Kingdom,england_detail,2023,1,2,8,2023-02-20,2023-2026
England,2023-02-27,Omicron BA.2,21.95,ENG,United Kingdom,england_detail,2023,1,2,9,2023-02-27,2023-2026
England,2023-02-27,Omicron BA.2.75,1.19,ENG,United Kingdom,england_detail,2023,1,2,9,2023-02-27,2023-2026
England,2023-02-27,Omicron BA.5,11.91,ENG,United Kingdom,england_detail,2023,1,2,9,2023-02-27,2023-2026
England,2023-02-27,Omicron XBB,63.86,ENG,United Kingdom,england_detail,2023,1,2,9,2023-02-27,2023-2026
England,2023-02-27,Other,1.08,ENG,United Kingdom,england_detail,2023,1,2,9,2023-02-27,2023-2026
England,2023-03-06,Omicron BA.2,16.24,ENG,United Kingdom,england_detail,2023,1,3,10,2023-03-06,2023-2026
England,2023-03-06,Omicron BA.2.75,1.22,ENG,United Kingdom,england_detail,2023,1,3,10,2023-03-06,2023-2026
England,2023-03-06,Omicron BA.5,9.4,ENG,United Kingdom,england_detail,2023,1,3,10,2023-03-06,2023-2026
England,2023-03-06,Omicron XBB,71.53,ENG,United Kingdom,england_detail,2023,1,3,10,2023-03-06,2023-2026
England,2023-03-06,Other,1.6,ENG,United Kingdom,england_detail,2023,1,3,10,2023-03-06,2023-2026
England,2023-03-13,Omicron BA.2,14.4,ENG,United Kingdom,england_detail,2023,1,3,11,2023-03-13,2023-2026
England,2023-03-13,Omicron BA.2.75,1.56,ENG,United Kingdom,england_detail,2023,1,3,11,2023-03-13,2023-2026
England,2023-03-13,Omicron BA.5,7.74,ENG,United Kingdom,england_detail,2023,1,3,11,2023-03-13,2023-2026
England,2023-03-13,Omicron XBB,75.08,ENG,United Kingdom,england_detail,2023,1,3,11,2023-03-13,2023-2026
England,2023-03-13,Other,1.22,ENG,United Kingdom,england_detail,2023,1,3,11,2023-03-13,2023-2026
England,2023-03-20,Omicron BA.2,11.56,ENG,United Kingdom,england_detail,2023,1,3,12,2023-03-20,2023-2026
England,2023-03-20,Omicron BA.2.75,1.31,ENG,United Kingdom,england_detail,2023,1,3,12,2023-03-20,2023-2026
England,2023-03-20,Omicron BA.5,6.77,ENG,United Kingdom,england_detail,2023,1,3,12,2023-03-20,2023-2026
England,2023-03-20,Omicron XBB,79.13,ENG,United Kingdom,england_detail,2023,1,3,12,2023-03-20,2023-2026
England,2023-03-20,Other,1.22,ENG,United Kingdom,england_detail,2023,1,3,12,2023-03-20,2023-2026
England,2023-03-27,Omicron BA.2,10.96,ENG,United Kingdom,england_detail,2023,1,3,13,2023-03-27,2023-2026
England,2023-03-27,Omicron BA.2.75,1.15,ENG,United Kingdom,england_detail,2023,1,3,13,2023-03-27,2023-2026
England,2023-03-27,Omicron BA.5,4.97,ENG,United Kingdom,england_detail,2023,1,3,13,2023-03-27,2023-2026
England,2023-03-27,Omicron XBB,81.81,ENG,United Kingdom,england_detail,2023,1,3,13,2023-03-27,2023-2026
England,2023-03-27,Other,1.11,ENG,United Kingdom,england_detail,2023,1,3,13,2023-03-27,2023-2026
England,2023-04-03,Omicron BA.2,10.84,ENG,United Kingdom,england_detail,2023,2,4,14,2023-04-03,2023-2026
England,2023-04-03,Omicron BA.2.75,1.32,ENG,United Kingdom,england_detail,2023,2,4,14,2023-04-03,2023-2026
England,2023-04-03,Omicron BA.5,3.72,ENG,United Kingdom,england_detail,2023,2,4,14,2023-04-03,2023-2026
England,2023-04-03,Omicron XBB,82.96,ENG,United Kingdom,england_detail,2023,2,4,14,2023-04-03,2023-2026
England,2023-04-03,Other,1.16,ENG,United Kingdom,england_detail,2023,2,4,14,2023-04-03,2023-2026
England,2023-04-10,Delta,0.08,ENG,United Kingdom,england_detail,2023,2,4,15,2023-04-10,2023-2026
England,2023-04-10,Omicron BA.2,8.54,ENG,United Kingdom,england_detail,2023,2,4,15,2023-04-10,2023-2026
England,2023-04-10,Omicron BA.2.75,0.38,ENG,United Kingdom,england_detail,2023,2,4,15,2023-04-10,2023-2026
England,2023-04-10,Omicron BA.5,1.69,ENG,United Kingdom,england_detail,2023,2,4,15,2023-04-10,2023-2026
England,2023-04-10,Omicron XBB,88.23,ENG,United Kingdom,england_detail,2023,2,4,15,2023-04-10,2023-2026
England,2023-04-10,Other,1.08,ENG,United Kingdom,england_detail,2023,2,4,15,2023-04-10,2023-2026
England,2023-04-17,Omicron BA.2,7.51,ENG,United Kingdom,england_detail,2023,2,4,16,2023-04-17,2023-2026
England,2023-04-17,Omicron BA.2.75,1.01,ENG,United Kingdom,england_detail,2023,2,4,16,2023-04-17,2023-2026
England,2023-04-17,Omicron BA.5,1.56,ENG,United Kingdom,england_detail,2023,2,4,16,2023-04-17,2023-2026
England,2023-04-17,Omicron XBB,89.19,ENG,United Kingdom,england_detail,2023,2,4,16,2023-04-17,2023-2026
England,2023-04-17,Other,0.73,ENG,United Kingdom,england_detail,2023,2,4,16,2023-04-17,2023-2026
England,2023-04-24,Omicron BA.2,5.63,ENG,United Kingdom,england_detail,2023,2,4,17,2023-04-24,2023-2026
England,2023-04-24,Omicron BA.2.75,0.89,ENG,United Kingdom,england_detail,2023,2,4,17,2023-04-24,2023-2026
England,2023-04-24,Omicron BA.2.86,0.1,ENG,United Kingdom,england_detail,2023,2,4,17,2023-04-24,2023-2026
England,2023-04-24,Omicron BA.5,0.49,ENG,United Kingdom,england_detail,2023,2,4,17,2023-04-24,2023-2026
England,2023-04-24,Omicron XBB,91.21,ENG,United Kingdom,england_detail,2023,2,4,17,2023-04-24,2023-2026
England,2023-04-24,Other,1.68,ENG,United Kingdom,england_detail,2023,2,4,17,2023-04-24,2023-2026
England,2023-05-01,Omicron BA.2,4.46,ENG,United Kingdom,england_detail,2023,2,5,18,2023-05-01,2023-2026
England,2023-05-01,Omicron BA.5,0.45,ENG,United Kingdom,england_detail,2023,2,5,18,2023-05-01,2023-2026
England,2023-05-01,Omicron XBB,93.76,ENG,United Kingdom,england_detail,2023,2,5,18,2023-05-01,2023-2026
England,2023-05-01,Other,1.34,ENG,United Kingdom,england_detail,2023,2,5,18,2023-05-01,2023-2026
England,2023-05-08,Omicron BA.2,4.12,ENG,United Kingdom,england_detail,2023,2,5,19,2023-05-08,2023-2026
England,2023-05-08,Omicron BA.2.75,0.15,ENG,United Kingdom,england_detail,2023,2,5,19,2023-05-08,2023-2026
England,2023-05-08,Omicron BA.5,0.3,ENG,United Kingdom,england_detail,2023,2,5,19,2023-05-08,2023-2026
England,2023-05-08,Omicron XBB,94.36,ENG,United Kingdom,england_detail,2023,2,5,19,2023-05-08,2023-2026
England,2023-05-08,Other,1.07,ENG,United Kingdom,england_detail,2023,2,5,19,2023-05-08,2023-2026
England,2023-05-15,Omicron BA.2,3.99,ENG,United Kingdom,england_detail,2023,2,5,20,2023-05-15,2023-2026
England,2023-05-15,Omicron BA.2.75,0.31,ENG,United Kingdom,england_detail,2023,2,5,20,2023-05-15,2023-2026
England,2023-05-15,Omicron BA.4,0.15,ENG,United Kingdom,england_detail,2023,2,5,20,2023-05-15,2023-2026
England,2023-05-15,Omicron BA.5,0.31,ENG,United Kingdom,england_detail,2023,2,5,20,2023-05-15,2023-2026
England,2023-05-15,Omicron XBB,94.48,ENG,United Kingdom,england_detail,2023,2,5,20,2023-05-15,2023-2026
England,2023-05-15,Other,0.77,ENG,United Kingdom,england_detail,2023,2,5,20,2023-05-15,2023-2026
England,2023-05-22,Omicron BA.2,3.83,ENG,United Kingdom,england_detail,2023,2,5,21,2023-05-22,2023-2026
England,2023-05-22,Omicron BA.2.75,0.4,ENG,United Kingdom,england_detail,2023,2,5,21,2023-05-22,2023-2026
England,2023-05-22,Omicron BA.5,0.4,ENG,United Kingdom,england_detail,2023,2,5,21,2023-05-22,2023-2026
England,2023-05-22,Omicron XBB,94.56,ENG,United Kingdom,england_detail,2023,2,5,21,2023-05-22,2023-2026
England,2023-05-22,Other,0.81,ENG,United Kingdom,england_detail,2023,2,5,21,2023-05-22,2023-2026
England,2023-05-29,Omicron BA.2,1.84,ENG,United Kingdom,england_detail,2023,2,5,22,2023-05-29,2023-2026
England,2023-05-29,Omicron BA.2.75,0.23,ENG,United Kingdom,england_detail,2023,2,5,22,2023-05-29,2023-2026
England,2023-05-29,Omicron BA.5,0.23,ENG,United Kingdom,england_detail,2023,2,5,22,2023-05-29,2023-2026
England,2023-05-29,Omicron XBB,95.86,ENG,United Kingdom,england_detail,2023,2,5,22,2023-05-29,2023-2026
England,2023-05-29,Other,1.84,ENG,United Kingdom,england_detail,2023,2,5,22,2023-05-29,2023-2026
England,2023-06-05,Omicron BA.2,3.6,ENG,United Kingdom,england_detail,2023,2,6,23,2023-06-05,2023-2026
England,2023-06-05,Omicron BA.2.75,0.28,ENG,United Kingdom,england_detail,2023,2,6,23,2023-06-05,2023-2026
England,2023-06-05,Omicron BA.5,0.83,ENG,United Kingdom,england_detail,2023,2,6,23,2023-06-05,2023-2026
England,2023-06-05,Omicron XBB,94.18,ENG,United Kingdom,england_detail,2023,2,6,23,2023-06-05,2023-2026
England,2023-06-05,Other,1.11,ENG,United Kingdom,england_detail,2023,2,6,23,2023-06-05,2023-2026
England,2023-06-12,Omicron BA.2,1.3,ENG,United Kingdom,england_detail,2023,2,6,24,2023-06-12,2023-2026
England,2023-06-12,Omicron BA.5,0.87,ENG,United Kingdom,england_detail,2023,2,6,24,2023-06-12,2023-2026
England,2023-06-12,Omicron XBB,96.54,ENG,United Kingdom,england_detail,2023,2,6,24,2023-06-12,2023-2026
England,2023-06-12,Other,1.3,ENG,United Kingdom,england_detail,2023,2,6,24,2023-06-12,2023-2026
England,2023-06-19,Omicron BA.1,0.5,ENG,United Kingdom,england_detail,2023,2,6,25,2023-06-19,2023-2026
England,2023-06-19,Omicron BA.2,2.0,ENG,United Kingdom,england_detail,2023,2,6,25,2023-06-19,2023-2026
England,2023-06-19,Omicron BA.2.86,1.0,ENG,United Kingdom,england_detail,2023,2,6,25,2023-06-19,2023-2026
England,2023-06-19,Omicron BA.5,0.5,ENG,United Kingdom,england_detail,2023,2,6,25,2023-06-19,2023-2026
England,2023-06-19,Omicron XBB,95.0,ENG,United Kingdom,england_detail,2023,2,6,25,2023-06-19,2023-2026
England,2023-06-19,Other,1.0,ENG,United Kingdom,england_detail,2023,2,6,25,2023-06-19,2023-2026
England,2023-06-26,Omicron BA.2,2.67,ENG,United Kingdom,england_detail,2023,2,6,26,2023-06-26,2023-2026
England,2023-06-26,Omicron BA.5,0.67,ENG,United Kingdom,england_detail,2023,2,6,26,2023-06-26,2023-2026
England,2023-06-26,Omicron JN.1,0.66,ENG,United Kingdom,england_detail,2023,2,6,26,2023-06-26,2023-2026
England,2023-06-26,Omicron XBB,95.36,ENG,United Kingdom,england_detail,2023,2,6,26,2023-06-26,2023-2026
England,2023-06-26,Other,1.33,ENG,United Kingdom,england_detail,2023,2,6,26,2023-06-26,2023-2026
England,2023-07-03,Omicron BA.2,2.31,ENG,United Kingdom,england_detail,2023,3,7,27,2023-07-03,2023-2026
England,2023-07-03,Omicron BA.5,0.46,ENG,United Kingdom,england_detail,2023,3,7,27,2023-07-03,2023-2026
England,2023-07-03,Omicron XBB,96.76,ENG,United Kingdom,england_detail,2023,3,7,27,2023-07-03,2023-2026
England,2023-07-03,Other,0.46,ENG,United Kingdom,england_detail,2023,3,7,27,2023-07-03,2023-2026
England,2023-07-10,Omicron BA.2,2.73,ENG,United Kingdom,england_detail,2023,3,7,28,2023-07-10,2023-2026
England,2023-07-10,Omicron BA.5,0.78,ENG,United Kingdom,england_detail,2023,3,7,28,2023-07-10,2023-2026
England,2023-07-10,Omicron XBB,96.09,ENG,United Kingdom,england_detail,2023,3,7,28,2023-07-10,2023-2026
England,2023-07-10,Other,0.39,ENG,United Kingdom,england_detail,2023,3,7,28,2023-07-10,2023-2026
England,2023-07-17,Omicron BA.2,2.29,ENG,United Kingdom,england_detail,2023,3,7,29,2023-07-17,2023-2026
England,2023-07-17,Omicron BA.5,0.29,ENG,United Kingdom,england_detail,2023,3,7,29,2023-07-17,2023-2026
England,2023-07-17,Omicron XBB,97.42,ENG,United Kingdom,england_detail,2023,3,7,29,2023-07-17,2023-2026
England,2023-07-24,Omicron BA.2,2.38,ENG,United Kingdom,england_detail,2023,3,7,30,2023-07-24,2023-2026
England,2023-07-24,Omicron BA.2.75,0.22,ENG,United Kingdom,england_detail,2023,3,7,30,2023-07-24,2023-2026
England,2023-07-24,Omicron JN.1,0.22,ENG,United Kingdom,england_detail,2023,3,7,30,2023-07-24,2023-2026
England,2023-07-24,Omicron XBB,96.54,ENG,United Kingdom,england_detail,2023,3,7,30,2023-07-24,2023-2026
England,2023-07-24,Other,0.87,ENG,United Kingdom,england_detail,2023,3,7,30,2023-07-24,2023-2026
England,2023-07-31,Omicron BA.2,1.57,ENG,United Kingdom,england_detail,2023,3,7,31,2023-07-31,2023-2026
England,2023-07-31,Omicron BA.2.86,0.16,ENG,United Kingdom,england_detail,2023,3,7,31,2023-07-31,2023-2026
England,2023-07-31,Omicron BA.5,0.16,ENG,United Kingdom,england_detail,2023,3,7,31,2023-07-31,2023-2026
England,2023-07-31,Omicron XBB,97.8,ENG,United Kingdom,england_detail,2023,3,7,31,2023-07-31,2023-2026
England,2023-07-31,Other,0.31,ENG,United Kingdom,england_detail,2023,3,7,31,2023-07-31,2023-2026
England,2023-08-07,Omicron BA.2,2.42,ENG,United Kingdom,england_detail,2023,3,8,32,2023-08-07,2023-2026
England,2023-08-07,Omicron BA.2.86,0.15,ENG,United Kingdom,england_detail,2023,3,8,32,2023-08-07,2023-2026
England,2023-08-07,Omicron BA.5,0.15,ENG,United Kingdom,england_detail,2023,3,8,32,2023-08-07,2023-2026
England,2023-08-07,Omicron XBB,96.97,ENG,United Kingdom,england_detail,2023,3,8,32,2023-08-07,2023-2026
England,2023-08-07,Other,0.3,ENG,United Kingdom,england_detail,2023,3,8,32,2023-08-07,2023-2026
England,2023-08-14,Omicron BA.2,1.98,ENG,United Kingdom,england_detail,2023,3,8,33,2023-08-14,2023-2026
England,2023-08-14,Omicron BA.2.86,0.28,ENG,United Kingdom,england_detail,2023,3,8,33,2023-08-14,2023-2026
England,2023-08-14,Omicron BA.5,0.42,ENG,United Kingdom,england_detail,2023,3,8,33,2023-08-14,2023-2026
England,2023-08-14,Omicron XBB,96.75,ENG,United Kingdom,england_detail,2023,3,8,33,2023-08-14,2023-2026
England,2023-08-14,Other,0.57,ENG,United Kingdom,england_detail,2023,3,8,33,2023-08-14,2023-2026
England,2023-08-21,Omicron BA.2,2.56,ENG,United Kingdom,england_detail,2023,3,8,34,2023-08-21,2023-2026
England,2023-08-21,Omicron BA.2.75,0.12,ENG,United Kingdom,england_detail,2023,3,8,34,2023-08-21,2023-2026
England,2023-08-21,Omicron BA.2.86,3.9,ENG,United Kingdom,england_detail,2023,3,8,34,2023-08-21,2023-2026
England,2023-08-21,Omicron BA.5,0.37,ENG,United Kingdom,england_detail,2023,3,8,34,2023-08-21,2023-2026
England,2023-08-21,Omicron XBB,92.32,ENG,United Kingdom,england_detail,2023,3,8,34,2023-08-21,2023-2026
England,2023-08-21,Other,0.73,ENG,United Kingdom,england_detail,2023,3,8,34,2023-08-21,2023-2026
