location,date,variant,variant_percent,iso_code,country_reference,location_type,year,quarter,month,iso_week,week_start,pandemic_period
England,2022-01-31,Delta,0.06,ENG,United Kingdom,england_detail,2022,1,1,5,2022-01-31,2020-2022
England,2022-01-31,Omicron BA.1,83.28,ENG,United Kingdom,england_detail,2022,1,1,5,2022-01-31,2020-2022
England,2022-01-31,Omicron BA.2,16.36,ENG,United Kingdom,england_detail,2022,1,1,5,2022-01-31,2020-2022
England,2022-01-31,Omicron BA.4,0.0,ENG,United Kingdom,england_detail,2022,1,1,5,2022-01-31,2020-2022
England,2022-01-31,Omicron BA.5,0.01,ENG,United Kingdom,england_detail,2022,1,1,5,2022-01-31,2020-2022
England,2022-01-31,Omicron XBB,0.0,ENG,United Kingdom,england_detail,2022,1,1,5,2022-01-31,2020-2022
England,2022-01-31,Other,0.28,ENG,United Kingdom,england_detail,2022,1,1,5,2022-01-31,2020-2022
England,2022-02-07,Delta,0.04,ENG,United Kingdom,england_detail,2022,1,2,6,2022-02-07,2020-2022
England,2022-02-07,Omicron BA.1,73.53,ENG,United Kingdom,england_detail,2022,1,2,6,2022-02-07,2020-2022
England,2022-02-07,Omicron BA.2,26.11,ENG,United Kingdom,england_detail,2022,1,2,6,2022-02-07,2020-2022
England,2022-02-07,Omicron BA.5,0.01,ENG,United Kingdom,england_detail,2022,1,2,6,2022-02-07,2020-2022
England,2022-02-07,Other,0.31,ENG,United Kingdom,england_detail,2022,1,2,6,2022-02-07,2020-2022
England,2022-02-14,Delta,0.04,ENG,United Kingdom,england_detail,2022,1,2,7,2022-02-14,2020-2022
England,2022-02-14,Omicron BA.1,56.36,ENG,United Kingdom,england_detail,2022,1,2,7,2022-02-14,2020-2022
England,2022-02-14,Omicron BA.2,43.3,ENG,United Kingdom,england_detail,2022,1,2,7,2022-02-14,2020-2022
England,2022-02-14,Omicron BA.4,0.0,ENG,United Kingdom,england_detail,2022,1,2,7,2022-02-14,2020-2022
England,2022-02-14,Omicron BA.5,0.01,ENG,United Kingdom,england_detail,2022,1,2,7,2022-02-14,2020-2022
England,2022-02-14,Other,0.29,ENG,United Kingdom,england_detail,2022,1,2,7,2022-02-14,2020-2022
England,2022-02-21,Delta,0.02,ENG,United Kingdom,england_detail,2022,1,2,8,2022-02-21,2020-2022
England,2022-02-21,Omicron BA.1,40.45,ENG,United Kingdom,england_detail,2022,1,2,8,2022-02-21,2020-2022
England,2022-02-21,Omicron BA.2,59.06,ENG,United Kingdom,england_detail,2022,1,2,8,2022-02-21,2020-2022
England,2022-02-21,Omicron BA.4,0.0,ENG,United Kingdom,england_detail,2022,1,2,8,2022-02-21,2020-2022
England,2022-02-21,Omicron BA.5,0.02,ENG,United Kingdom,england_detail,2022,1,2,8,2022-02-21,2020-2022
England,2022-02-21,Other,0.45,ENG,United Kingdom,england_detail,2022,1,2,8,2022-02-21,2020-2022
England,2022-02-28,Delta,0.01,ENG,United Kingdom,england_detail,2022,1,2,9,2022-02-28,2020-2022
England,2022-02-28,Omicron BA.1,23.9,ENG,United Kingdom,england_detail,2022,1,2,9,2022-02-28,2020-2022
England,2022-02-28,Omicron BA.2,75.65,ENG,United Kingdom,england_detail,2022,1,2,9,2022-02-28,2020-2022
England,2022-02-28,Omicron BA.4,0.0,ENG,United Kingdom,england_detail,2022,1,2,9,2022-02-28,2020-2022
England,2022-02-28,Omicron BA.5,0.01,ENG,United Kingdom,england_detail,2022,1,2,9,2022-02-28,2020-2022
England,2022-02-28,Other,0.43,ENG,United Kingdom,england_detail,2022,1,2,9,2022-02-28,2020-2022
England,2022-03-07,Delta,0.01,ENG,United Kingdom,england_detail,2022,1,3,10,2022-03-07,2020-2022
England,2022-03-07,Omicron BA.1,14.16,ENG,United Kingdom,england_detail,2022,1,3,10,2022-03-07,2020-2022
England,2022-03-07,Omicron BA.2,85.22,ENG,United Kingdom,england_detail,2022,1,3,10,2022-03-07,2020-2022
England,2022-03-07,Omicron BA.5,0.01,ENG,United Kingdom,england_detail,2022,1,3,10,2022-03-07,2020-2022
England,2022-03-07,Other,0.6,ENG,United Kingdom,england_detail,2022,1,3,10,2022-03-07,2020-2022
England,2022-03-14,Delta,0.01,ENG,United Kingdom,england_detail,2022,1,3,11,2022-03-14,2020-2022
England,2022-03-14,Omicron BA.1,8.17,ENG,United Kingdom,england_detail,2022,1,3,11,2022-03-14,2020-2022
England,2022-03-14,Omicron BA.2,91.16,ENG,United Kingdom,england_detail,2022,1,3,11,2022-03-14,2020-2022
England,2022-03-14,Omicron BA.4,0.01,ENG,United Kingdom,england_detail,2022,1,3,11,2022-03-14,2020-2022
England,2022-03-14,Omicron BA.5,0.02,ENG,United Kingdom,england_detail,2022,1,3,11,2022-03-14,2020-2022
England,2022-03-14,Other,0.63,ENG,United Kingdom,england_detail,2022,1,3,11,2022-03-14,2020-2022
England,2022-03-21,Delta,0.01,ENG,United Kingdom,england_detail,2022,1,3,12,2022-03-21,2020-2022
England,2022-03-21,Omicron BA.1,4.48,ENG,United Kingdom,england_detail,2022,1,3,12,2022-03-21,2020-2022
England,2022-03-21,Omicron BA.2,94.74,ENG,United Kingdom,england_detail,2022,1,3,12,2022-03-21,2020-2022
England,2022-03-21,Omicron BA.4,0.02,ENG,United Kingdom,england_detail,2022,1,3,12,2022-03-21,2020-2022
England,2022-03-21,Omicron BA.5,0.05,ENG,United Kingdom,england_detail,2022,1,3,12,2022-03-21,2020-2022
England,2022-03-21,Other,0.71,ENG,United Kingdom,england_detail,2022,1,3,12,2022-03-21,2020-2022
England,2022-03-28,Omicron BA.1,3.14,ENG,United Kingdom,england_detail,2022,1,3,13,2022-03-28,2020-2022
England,2022-03-28,Omicron BA.2,95.88,ENG,United Kingdom,england_detail,2022,1,3,13,2022-03-28,2020-2022
England,2022-03-28,Omicron BA.4,0.06,ENG,United Kingdom,england_detail,2022,1,3,13,2022-03-28,2020-2022
England,2022-03-28,Omicron BA.5,0.11,ENG,United Kingdom,england_detail,2022,1,3,13,2022-03-28,2020-2022
England,2022-03-28,Other,0.81,ENG,United Kingdom,england_detail,2022,1,3,13,2022-03-28,2020-2022
England,2022-04-04,Delta,0.01,ENG,United Kingdom,england_detail,2022,2,4,14,2022-04-04,2020-2022
England,2022-04-04,Omicron BA.1,1.98,ENG,United Kingdom,england_detail,2022,2,4,14,2022-04-04,2020-2022
England,2022-04-04,Omicron BA.2,96.79,ENG,United Kingdom,england_detail,2022,2,4,14,2022-04-04,2020-2022
England,2022-04-04,Omicron BA.4,0.14,ENG,United Kingdom,england_detail,2022,2,4,14,2022-04-04,2020-2022
England,2022-04-04,Omicron BA.5,0.22,ENG,United Kingdom,england_detail,2022,2,4,14,2022-04-04,2020-2022
England,2022-04-04,Other,0.86,ENG,United Kingdom,england_detail,2022,2,4,14,2022-04-04,2020-2022
England,2022-04-11,Omicron BA.1,1.19,ENG,United Kingdom,england_detail,2022,2,4,15,2022-04-11,2020-2022
England,2022-04-11,Omicron BA.2,97.43,ENG,United Kingdom,england_detail,2022,2,4,15,2022-04-11,2020-2022
England,2022-04-11,Omicron BA.4,0.13,ENG,United Kingdom,england_detail,2022,2,4,15,2022-04-11,2020-2022
England,2022-04-11,Omicron BA.5,0.31,ENG,United Kingdom,england_detail,2022,2,4,15,2022-04-11,2020-2022
England,2022-04-11,Other,0.94,ENG,United Kingdom,england_detail,2022,2,4,15,2022-04-11,2020-2022
England,2022-04-18,Alpha,0.01,ENG,United Kingdom,england_detail,2022,2,4,16,2022-04-18,2020-2022
England,2022-04-18,Omicron BA.1,0.79,ENG,United Kingdom,england_detail,2022,2,4,16,2022-04-18,2020-2022
England,2022-04-18,Omicron BA.2,97.22,ENG,United Kingdom,england_detail,2022,2,4,16,2022-04-18,2020-2022
England,2022-04-18,Omicron BA.4,0.19,ENG,United Kingdom,england_detail,2022,2,4,16,2022-04-18,2020-2022
England,2022-04-18,Omicron BA.5,0.57,ENG,United Kingdom,england_detail,2022,2,4,16,2022-04-18,2020-2022
England,2022-04-18,Other,1.21,ENG,United Kingdom,england_detail,2022,2,4,16,2022-04-18,2020-2022
England,2022-04-25,Omicron BA.1,0.47,ENG,United Kingdom,england_detail,2022,2,4,17,2022-04-25,2020-2022
England,2022-04-25,Omicron BA.2,96.27,ENG,United Kingdom,england_detail,2022,2,4,17,2022-04-25,2020-2022
England,2022-04-25,Omicron BA.4,0.67,ENG,United Kingdom,england_detail,2022,2,4,17,2022-04-25,2020-2022
England,2022-04-25,Omicron BA.5,0.88,ENG,United Kingdom,england_detail,2022,2,4,17,2022-04-25,2020-2022
England,2022-04-25,Other,1.7,ENG,United Kingdom,england_detail,2022,2,4,17,2022-04-25,2020-2022
England,2022-05-02,Omicron BA.1,0.32,ENG,United Kingdom,england_detail,2022,2,5,18,2022-05-02,2020-2022
England,2022-05-02,Omicron BA.2,95.06,ENG,United Kingdom,england_detail,2022,2,5,18,2022-05-02,2020-2022
England,2022-05-02,Omicron BA.4,1.65,ENG,United Kingdom,england_detail,2022,2,5,18,2022-05-02,2020-2022
England,2022-05-02,Omicron BA.5,1.74,ENG,United Kingdom,england_detail,2022,2,5,18,2022-05-02,2020-2022
England,2022-05-02,Other,1.23,ENG,United Kingdom,england_detail,2022,2,5,18,2022-05-02,2020-2022
England,2022-05-09,Omicron BA.1,0.34,ENG,United Kingdom,england_detail,2022,2,5,19,2022-05-09,2020-2022
England,2022-05-09,Omicron BA.2,91.18,ENG,United Kingdom,england_detail,2022,2,5,19,2022-05-09,2020-2022
England,2022-05-09,Omicron BA.4,3.61,ENG,United Kingdom,england_detail,2022,2,5,19,2022-05-09,2020-2022
England,2022-05-09,Omicron BA.5,3.42,ENG,United Kingdom,england_detail,2022,2,5,19,2022-05-09,2020-2022
England,2022-05-09,Other,1.45,ENG,United Kingdom,england_detail,2022,2,5,19,2022-05-09,2020-2022
England,2022-05-16,Omicron BA.1,0.21,ENG,United Kingdom,england_detail,2022,2,5,20,2022-05-16,2020-2022
England,2022-05-16,Omicron BA.2,84.82,ENG,United Kingdom,england_detail,2022,2,5,20,2022-05-16,2020-2022
England,2022-05-16,Omicron BA.4,5.77,ENG,United Kingdom,england_detail,2022,2,5,20,2022-05-16,2020-2022
England,2022-05-16,Omicron BA.5,7.43,ENG,United Kingdom,england_detail,2022,2,5,20,2022-05-16,2020-2022
England,2022-05-16,Other,1.77,ENG,United Kingdom,england_detail,2022,2,5,20,2022-05-16,2020-2022
England,2022-05-23,Omicron BA.1,0.04,ENG,United Kingdom,england_detail,2022,2,5,21,2022-05-23,2020-2022
England,2022-05-23,Omicron BA.2,73.28,ENG,United Kingdom,england_detail,2022,2,5,21,2022-05-23,2020-2022
England,2022-05-23,Omicron BA.4,9.09,ENG,United Kingdom,england_detail,2022,2,5,21,2022-05-23,2020-2022
England,2022-05-23,Omicron BA.5,16.45,ENG,United Kingdom,england_detail,2022,2,5,21,2022-05-23,2020-2022
England,2022-05-23,Other,1.13,ENG,United Kingdom,england_detail,2022,2,5,21,2022-05-23,2020-2022
England,2022-05-30,Delta,0.03,ENG,United Kingdom,england_detail,2022,2,5,22,2022-05-30,2020-2022
England,2022-05-30,Omicron BA.1,0.07,ENG,United Kingdom,england_detail,2022,2,5,22,2022-05-30,2020-2022
England,2022-05-30,Omicron BA.2,54.32,ENG,United Kingdom,england_detail,2022,2,5,22,2022-05-30,2020-2022
England,2022-05-30,Omicron BA.4,15.64,ENG,United Kingdom,england_detail,2022,2,5,22,2022-05-30,2020-2022
England,2022-05-30,Omicron BA.5,28.93,ENG,United Kingdom,england_detail,2022,2,5,22,2022-05-30,2020-2022
England,2022-05-30,Other,1.01,ENG,United Kingdom,england_detail,2022,2,5,22,2022-05-30,2020-2022
England,2022-06-06,Delta,0.04,ENG,United Kingdom,england_detail,2022,2,6,23,2022-06-06,2020-2022
England,2022-06-06,Omicron BA.1,0.04,ENG,United Kingdom,england_detail,2022,2,6,23,2022-06-06,2020-2022
England,2022-06-06,Omicron BA.2,35.9,ENG,United Kingdom,england_detail,2022,2,6,23,2022-06-06,2020-2022
England,2022-06-06,Omicron BA.4,19.51,ENG,United Kingdom,england_detail,2022,2,6,23,2022-06-06,2020-2022
England,2022-06-06,Omicron BA.5,42.9,ENG,United Kingdom,england_detail,2022,2,6,23,2022-06-06,2020-2022
England,2022-06-06,Other,1.62,ENG,United Kingdom,england_detail,2022,2,6,23,2022-06-06,2020-2022
England,2022-06-13,Omicron BA.1,0.06,ENG,United Kingdom,england_detail,2022,2,6,24,2022-06-13,2020-2022
England,2022-06-13,Omicron BA.2,22.81,ENG,United Kingdom,england_detail,2022,2,6,24,2022-06-13,2020-2022
England,2022-06-13,Omicron BA.2.75,0.02,ENG,United Kingdom,england_detail,2022,2,6,24,2022-06-13,2020-2022
England,2022-06-13,Omicron BA.4,20.89,ENG,United Kingdom,england_detail,2022,2,6,24,2022-06-13,2020-2022
England,2022-06-13,Omicron BA.5,54.65,ENG,United Kingdom,england_detail,2022,2,6,24,2022-06-13,2020-2022
England,2022-06-13,Other,1.57,ENG,United Kingdom,england_detail,2022,2,6,24,2022-06-13,2020-2022
England,2022-06-20,Omicron BA.1,0.03,ENG,United Kingdom,england_detail,2022,2,6,25,2022-06-20,2020-2022
England,2022-06-20,Omicron BA.2,13.58,ENG,United Kingdom,england_detail,2022,2,6,25,2022-06-20,2020-2022
England,2022-06-20,Omicron BA.2.75,0.1,ENG,United Kingdom,england_detail,2022,2,6,25,2022-06-20,2020-2022
England,2022-06-20,Omicron BA.4,19.69,ENG,United Kingdom,england_detail,2022,2,6,25,2022-06-20,2020-2022
England,2022-06-20,Omicron BA.5,64.84,ENG,United Kingdom,england_detail,2022,2,6,25,2022-06-20,2020-2022
England,2022-06-20,Other,1.77,ENG,United Kingdom,england_detail,2022,2,6,25,2022-06-20,2020-2022
England,2022-06-27,Delta,0.01,ENG,United Kingdom,england_detail,2022,2,6,26,2022-06-27,2020-2022
England,2022-06-27,Omicron BA.1,0.01,ENG,United Kingdom,england_detail,2022,2,6,26,2022-06-27,2020-2022
England,2022-06-27,Omicron BA.2,7.34,ENG,United Kingdom,england_detail,2022,2,6,26,2022-06-27,2020-2022
England,2022-06-27,Omicron BA.2.75,0.04,ENG,United Kingdom,england_detail,2022,2,6,26,2022-06-27,2020-2022
England,2022-06-27,Omicron BA.4,19.51,ENG,United Kingdom,england_detail,2022,2,6,26,2022-06-27,2020-2022
England,2022-06-27,Omicron BA.5,71.43,ENG,United Kingdom,england_detail,2022,2,6,26,2022-06-27,2020-2022
England,2022-06-27,Other,1.65,ENG,United Kingdom,england_detail,2022,2,6,26,2022-06-27,2020-2022
England,2022-07-04,Omicron BA.1,0.02,ENG,United Kingdom,england_detail,2022,3,7,27,2022-07-04,2020-2022
England,2022-07-04,Omicron BA.2,4.62,ENG,United Kingdom,england_detail,2022,3,7,27,2022-07-04,2020-2022
England,2022-07-04,Omicron BA.2.75,0.04,ENG,United Kingdom,england_detail,2022,3,7,27,2022-07-04,2020-2022
England,2022-07-04,Omicron BA.4,15.8,ENG,United Kingdom,england_detail,2022,3,7,27,2022-07-04,2020-2022
England,2022-07-04,Omicron BA.5,77.88,ENG,United Kingdom,england_detail,2022,3,7,27,2022-07-04,2020-2022
England,2022-07-04,Other,1.64,ENG,United Kingdom,england_detail,2022,3,7,27,2022-07-04,2020-2022
England,2022-07-11,Delta,0.02,ENG,United Kingdom,england_detail,2022,3,7,28,2022-07-11,2020-2022
England,2022-07-11,Omicron BA.1,0.01,ENG,United Kingdom,england_detail,2022,3,7,28,2022-07-11,2020-2022
England,2022-07-11,Omicron BA.2,2.44,ENG,United Kingdom,england_detail,2022,3,7,28,2022-07-11,2020-2022
England,2022-07-11,Omicron BA.2.75,0.06,ENG,United Kingdom,england_detail,2022,3,7,28,2022-07-11,2020-2022
England,2022-07-11,Omicron BA.4,15.02,ENG,United Kingdom,england_detail,2022,3,7,28,2022-07-11,2020-2022
England,2022-07-11,Omicron BA.5,80.62,ENG,United Kingdom,england_detail,2022,3,7,28,2022-07-11,2020-2022
England,2022-07-11,Other,1.82,ENG,United Kingdom,england_detail,2022,3,7,28,2022-07-11,2020-2022
England,2022-07-18,Omicron BA.1,0.03,ENG,United Kingdom,england_detail,2022,3,7,29,2022-07-18,2020-2022
England,2022-07-18,Omicron BA.2,1.49,ENG,United Kingdom,england_detail,2022,3,7,29,2022-07-18,2020-2022
England,2022-07-18,Omicron BA.2.75,0.1,ENG,United Kingdom,england_detail,2022,3,7,29,2022-07-18,2020-2022
England,2022-07-18,Omicron BA.4,13.13,ENG,United Kingdom,england_detail,2022,3,7,29,2022-07-18,2020-2022
England,2022-07-18,Omicron BA.5,84.17,ENG,United Kingdom,england_detail,2022,3,7,29,2022-07-18,2020-2022
England,2022-07-18,Other,1.08,ENG,United Kingdom,england_detail,2022,3,7,29,2022-07-18,2020-2022
England,2022-07-25,Omicron BA.2,1.13,ENG,United Kingdom,england_detail,2022,3,7,30,2022-07-25,2020-2022
England,2022-07-25,Omicron BA.2.75,0.09,ENG,United Kingdom,england_detail,2022,3,7,30,2022-07-25,2020-2022
England,2022-07-25,Omicron BA.4,12.09,ENG,United Kingdom,england_detail,2022,3,7,30,2022-07-25,2020-2022
England,2022-07-25,Omicron BA.5,85.17,ENG,United Kingdom,england_detail,2022,3,7,30,2022-07-25,2020-2022
England,2022-07-25,Other,1.52,ENG,United Kingdom,england_detail,2022,3,7,30,2022-07-25,2020-2022
England,2022-08-01,Omicron BA.1,0.02,ENG,United Kingdom,england_detail,2022,3,8,31,2022-08-01,2020-2022
England,2022-08-01,Omicron BA.2,0.74,ENG,United Kingdom,england_detail,2022,3,8,31,2022-08-01,2020-2022
England,2022-08-01,Omicron BA.2.75,0.33,ENG,United Kingdom,england_detail,2022,3,8,31,2022-08-01,2020-2022
England,2022-08-01,Omicron BA.4,12.49,ENG,United Kingdom,england_detail,2022,3,8,31,2022-08-01,2020-2022
England,2022-08-01,Omicron BA.5,85.06,ENG,United Kingdom,england_detail,2022,3,8,31,2022-08-01,2020-2022
England,2022-08-01,Other,1.36,ENG,United Kingdom,england_detail,2022,3,8,31,2022-08-01,2020-2022
England,2022-08-08,Omicron BA.1,0.02,ENG,United Kingdom,england_detail,2022,3,8,32,2022-08-08,2020-2022
England,2022-08-08,Omicron BA.2,0.26,ENG,United Kingdom,england_detail,2022,3,8,32,2022-08-08,2020-2022
England,2022-08-08,Omicron BA.2.75,0.62,ENG,United Kingdom,england_detail,2022,3,8,32,2022-08-08,2020-2022
England,2022-08-08,Omicron BA.4,10.13,ENG,United Kingdom,england_detail,2022,3,8,32,2022-08-08,2020-2022
England,2022-08-08,Omicron BA.5,87.27,ENG,United Kingdom,england_detail,2022,3,8,32,2022-08-08,2020-2022
England,2022-08-08,Omicron XBB,0.02,ENG,United Kingdom,england_detail,2022,3,8,32,2022-08-08,2020-2022
England,2022-08-08,Other,1.68,ENG,United Kingdom,england_detail,2022,3,8,32,2022-08-08,2020-2022
England,2022-08-15,Omicron BA.1,0.03,ENG,United Kingdom,england_detail,2022,3,8,33,2022-08-15,2020-2022
England,2022-08-15,Omicron BA.2,0.79,ENG,United Kingdom,england_detail,2022,3,8,33,2022-08-15,2020-2022
England,2022-08-15,Omicron BA.2.75,0.72,ENG,United Kingdom,england_detail,2022,3,8,33,2022-08-15,2020-2022
England,2022-08-15,Omicron BA.4,8.73,ENG,United Kingdom,england_detail,2022,3,8,33,2022-08-15,2020-2022
England,2022-08-15,Omicron BA.5,87.18,ENG,United Kingdom,england_detail,2022,3,8,33,2022-08-15,2020-2022
England,2022-08-15,Other,2.55,ENG,United Kingdom,england_detail,2022,3,8,33,2022-08-15,2020-2022
England,2022-08-22,Omicron BA.2,0.29,ENG,United Kingdom,england_detail,2022,3,8,34,2022-08-22,2020-2022
England,2022-08-22,Omicron BA.2.75,1.15,ENG,United Kingdom,england_detail,2022,3,8,34,2022-08-22,2020-2022
England,2022-08-22,Omicron BA.4,9.13,ENG,United Kingdom,england_detail,2022,3,8,34,2022-08-22,2020-2022
England,2022-08-22,Omicron BA.5,86.92,ENG,United Kingdom,england_detail,2022,3,8,34,2022-08-22,2020-2022
England,2022-08-22,Other,2.51,ENG,United Kingdom,england_detail,2022,3,8,34,2022-08-22,2020-2022
England,2022-08-29,Omicron BA.1,0.04,ENG,United Kingdom,england_detail,2022,3,8,35,2022-08-29,2020-2022
England,2022-08-29,Omicron BA.2,0.32,ENG,United Kingdom,england_detail,2022,3,8,35,2022-08-29,2020-2022
England,2022-08-29,Omicron BA.2.75,1.44,ENG,United Kingdom,england_detail,2022,3,8,35,2022-08-29,2020-2022
England,2022-08-29,Omicron BA.4,9.19,ENG,United Kingdom,england_detail,2022,3,8,35,2022-08-29,2020-2022
England,2022-08-29,Omicron BA.5,88.04,ENG,United Kingdom,england_detail,2022,3,8,35,2022-08-29,2020-2022
England,2022-08-29,Other,0.96,ENG,United Kingdom,england_detail,2022,3,8,35,2022-08-29,2020-2022
England,2022-09-05,Omicron BA.1,0.04,ENG,United Kingdom,england_detail,2022,3,9,36,2022-09-05,2020-2022
England,2022-09-05,Omicron BA.2,0.44,ENG,United Kingdom,england_detail,2022,3,9,36,2022-09-05,2020-2022
England,2022-09-05,Omicron BA.2.75,2.65,ENG,United Kingdom,england_detail,2022,3,9,36,2022-09-05,2020-2022
England,2022-09-05,Omicron BA.4,9.12,ENG,United Kingdom,england_detail,2022,3,9,36,2022-09-05,2020-2022
England,2022-09-05,Omicron BA.5,86.22,ENG,United Kingdom,england_detail,2022,3,9,36,2022-09-05,2020-2022
England,2022-09-05,Omicron XBB,0.04,ENG,United Kingdom,england_detail,2022,3,9,36,2022-09-05,2020-2022
England,2022-09-05,Other,1.49,ENG,United Kingdom,england_detail,2022,3,9,36,2022-09-05,2020-2022
England,2022-09-12,Omicron BA.1,0.04,ENG,United Kingdom,england_detail,2022,3,9,37,2022-09-12,2020-2022
England,2022-09-12,Omicron BA.2,0.29,ENG,United Kingdom,england_detail,2022,3,9,37,2022-09-12,2020-2022
England,2022-09-12,Omicron BA.2.75,4.15,ENG,United Kingdom,england_detail,2022,3,9,37,2022-09-12,2020-2022
England,2022-09-12,Omicron BA.4,7.13,ENG,United Kingdom,england_detail,2022,3,9,37,2022-09-12,2020-2022
England,2022-09-12,Omicron BA.5,87.18,ENG,United Kingdom,england_detail,2022,3,9,37,2022-09-12,2020-2022
England,2022-09-12,Omicron XBB,0.07,ENG,United Kingdom,england_detail,2022,3,9,37,2022-09-12,2020-2022
England,2022-09-12,Other,1.15,ENG,United Kingdom,england_detail,2022,3,9,37,2022-09-12,2020-2022
England,2022-09-19,Omicron BA.1,0.05,ENG,United Kingdom,england_detail,2022,3,9,38,2022-09-19,2020-2022
England,2022-09-19,Omicron BA.2,0.27,ENG,United Kingdom,england_detail,2022,3,9,38,2022-09-19,2020-2022
England,2022-09-19,Omicron BA.2.75,5.28,ENG,United Kingdom,england_detail,2022,3,9,38,2022-09-19,2020-2022
England,2022-09-19,Omicron BA.4,6.37,ENG,United Kingdom,england_detail,2022,3,9,38,2022-09-19,2020-2022
England,2022-09-19,Omicron BA.5,86.34,ENG,United Kingdom,england_detail,2022,3,9,38,2022-09-19,2020-2022
England,2022-09-19,Omicron XBB,0.1,ENG,United Kingdom,england_detail,2022,3,9,38,2022-09-19,2020-2022
England,2022-09-19,Other,1.6,ENG,United Kingdom,england_detail,2022,3,9,38,2022-09-19,2020-2022
England,2022-09-26,Omicron BA.1,0.04,ENG,United Kingdom,england_detail,2022,3,9,39,2022-09-26,2020-2022
England,2022-09-26,Omicron BA.2,0.37,ENG,United Kingdom,england_detail,2022,3,9,39,2022-09-26,2020-2022
England,2022-09-26,Omicron BA.2.75,4.19,ENG,United Kingdom,england_detail,2022,3,9,39,2022-09-26,2020-2022
England,2022-09-26,Omicron BA.4,5.58,ENG,United Kingdom,england_detail,2022,3,9,39,2022-09-26,2020-2022
England,2022-09-26,Omicron BA.5,87.86,ENG,United Kingdom,england_detail,2022,3,9,39,2022-09-26,2020-2022
England,2022-09-26,Omicron XBB,0.25,ENG,United Kingdom,england_detail,2022,3,9,39,2022-09-26,2020-2022
England,2022-09-26,Other,1.71,ENG,United Kingdom,england_detail,2022,3,9,39,2022-09-26,2020-2022
England,2022-10-03,Omicron BA.1,0.01,ENG,United Kingdom,england_detail,2022,4,10,40,2022-10-03,2020-2022
England,2022-10-03,Omicron BA.2,0.56,ENG,United Kingdom,england_detail,2022,4,10,40,2022-10-03,2020-2022
England,2022-10-03,Omicron BA.2.75,5.32,ENG,United Kingdom,england_detail,2022,4,10,40,2022-10-03,2020-2022
England,2022-10-03,Omicron BA.4,5.12,ENG,United Kingdom,england_detail,2022,4,10,40,2022-10-03,2020-2022
England,2022-10-03,Omicron BA.5,86.5,ENG,United Kingdom,england_detail,2022,4,10,40,2022-10-03,2020-2022
England,2022-10-03,Omicron XBB,0.32,ENG,United Kingdom,england_detail,2022,4,10,40,2022-10-03,2020-2022
England,2022-10-03,Other,2.16,ENG,United Kingdom,england_detail,2022,4,10,40,2022-10-03,2020-2022
England,2022-10-10,Omicron BA.2,0.39,ENG,United Kingdom,england_detail,2022,4,10,41,2022-10-10,2020-2022
England,2022-10-10,Omicron BA.2.75,5.21,ENG,United Kingdom,england_detail,2022,4,10,41,2022-10-10,2020-2022
England,2022-10-10,Omicron BA.4,4.67,ENG,United Kingdom,england_detail,2022,4,10,41,2022-10-10,2020-2022
England,2022-10-10,Omicron BA.5,87.28,ENG,United Kingdom,england_detail,2022,4,10,41,2022-10-10,2020-2022
England,2022-10-10,Omicron XBB,0.69,ENG,United Kingdom,england_detail,2022,4,10,41,2022-10-10,2020-2022
England,2022-10-10,Other,1.76,ENG,United Kingdom,england_detail,2022,4,10,41,2022-10-10,2020-2022
England,2022-10-17,Omicron BA.1,0.06,ENG,United Kingdom,england_detail,2022,4,10,42,2022-10-17,2020-2022
England,2022-10-17,Omicron BA.2,1.09,ENG,United Kingdom,england_detail,2022,4,10,42,2022-10-17,2020-2022
England,2022-10-17,Omicron BA.2.75,6.71,ENG,United Kingdom,england_detail,2022,4,10,42,2022-10-17,2020-2022
England,2022-10-17,Omicron BA.4,3.88,ENG,United Kingdom,england_detail,2022,4,10,42,2022-10-17,2020-2022
England,2022-10-17,Omicron BA.5,85.68,ENG,United Kingdom,england_detail,2022,4,10,42,2022-10-17,2020-2022
England,2022-10-17,Omicron XBB,1.27,ENG,United Kingdom,england_detail,2022,4,10,42,2022-10-17,2020-2022
England,2022-10-17,Other,1.31,ENG,United Kingdom,england_detail,2022,4,10,42,2022-10-17,2020-2022
England,2022-10-24,Omicron BA.1,0.03,ENG,United Kingdom,england_detail,2022,4,10,43,2022-10-24,2020-2022
England,2022-10-24,Omicron BA.2,1.16,ENG,United Kingdom,england_detail,2022,4,10,43,2022-10-24,2020-2022
England,2022-10-24,Omicron BA.2.75,8.52,ENG,United Kingdom,england_detail,2022,4,10,43,2022-10-24,2020-2022
England,2022-10-24,Omicron BA.4,3.35,ENG,United Kingdom,england_detail,2022,4,10,43,2022-10-24,2020-2022
England,2022-10-24,Omicron BA.5,84.31,ENG,United Kingdom,england_detail,2022,4,10,43,2022-10-24,2020-2022
England,2022-10-24,Omicron XBB,1.32,ENG,United Kingdom,england_detail,2022,4,10,43,2022-10-24,2020-2022
England,2022-10-24,Other,1.32,ENG,United Kingdom,england_detail,2022,4,10,43,2022-10-24,2020-2022
England,2022-10-31,Delta,0.04,ENG,United Kingdom,england_detail,2022,4,10,44,2022-10-31,2020-2022
England,2022-10-31,Omicron BA.1,0.04,ENG,United Kingdom,england_detail,2022,4,10,44,2022-10-31,2020-2022
England,2022-10-31,Omicron BA.2,1.44,ENG,United Kingdom,england_detail,2022,4,10,44,2022-10-31,2020-2022
