location,iso_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,year,quarter,month,iso_week,week_start,pandemic_period,location_type,mobility_restriction_index
Poland,PL,2021-03-20,-38.0,-4.0,-6.0,-37.0,-4.0,6.0,2021,1,3,11,2021-03-15,2020-2022,comparison_country,-26.333333333333332
Poland,PL,2021-03-21,-58.0,-29.0,-31.0,-43.0,-8.0,7.0,2021,1,3,11,2021-03-15,2020-2022,comparison_country,-36.333333333333336
Poland,PL,2021-03-22,-29.0,-3.0,-6.0,-38.0,-23.0,9.0,2021,1,3,12,2021-03-22,2020-2022,comparison_country,-30.0
Poland,PL,2021-03-23,-32.0,-4.0,-3.0,-39.0,-24.0,10.0,2021,1,3,12,2021-03-22,2020-2022,comparison_country,-31.666666666666668
Poland,PL,2021-03-24,-27.0,0.0,-1.0,-37.0,-24.0,9.0,2021,1,3,12,2021-03-22,2020-2022,comparison_country,-29.333333333333332
Poland,PL,2021-03-25,-21.0,7.0,21.0,-34.0,-24.0,8.0,2021,1,3,12,2021-03-22,2020-2022,comparison_country,-26.333333333333332
Poland,PL,2021-03-26,-21.0,9.0,23.0,-33.0,-23.0,8.0,2021,1,3,12,2021-03-22,2020-2022,comparison_country,-25.666666666666668
Poland,PL,2021-03-27,-43.0,-8.0,18.0,-35.0,-5.0,6.0,2021,1,3,12,2021-03-22,2020-2022,comparison_country,-27.666666666666668
Poland,PL,2021-03-28,-31.0,101.0,18.0,-33.0,5.0,4.0,2021,1,3,12,2021-03-22,2020-2022,comparison_country,-19.666666666666668
Poland,PL,2021-03-29,-35.0,-7.0,-10.0,-41.0,-27.0,11.0,2021,1,3,13,2021-03-29,2020-2022,comparison_country,-34.333333333333336
Poland,PL,2021-03-30,-29.0,4.0,46.0,-36.0,-28.0,10.0,2021,1,3,13,2021-03-29,2020-2022,comparison_country,-31.0
Poland,PL,2021-03-31,-29.0,13.0,87.0,-28.0,-27.0,7.0,2021,1,3,13,2021-03-29,2020-2022,comparison_country,-28.0
Poland,PL,2021-04-01,-29.0,23.0,40.0,-31.0,-30.0,8.0,2021,2,4,13,2021-03-29,2020-2022,comparison_country,-30.0
Poland,PL,2021-04-02,-34.0,27.0,16.0,-40.0,-40.0,13.0,2021,2,4,13,2021-03-29,2020-2022,comparison_country,-38.0
Poland,PL,2021-04-03,-63.0,-29.0,-13.0,-50.0,-36.0,11.0,2021,2,4,13,2021-03-29,2020-2022,comparison_country,-49.666666666666664
Poland,PL,2021-04-04,-76.0,-47.0,15.0,-53.0,-13.0,3.0,2021,2,4,13,2021-03-29,2020-2022,comparison_country,-47.333333333333336
Poland,PL,2021-04-05,-80.0,-83.0,14.0,-68.0,-85.0,22.0,2021,2,4,14,2021-04-05,2020-2022,comparison_country,-77.66666666666667
Poland,PL,2021-04-06,-44.0,-10.0,-3.0,-40.0,-34.0,11.0,2021,2,4,14,2021-04-05,2020-2022,comparison_country,-39.333333333333336
Poland,PL,2021-04-07,-42.0,-7.0,-11.0,-41.0,-29.0,11.0,2021,2,4,14,2021-04-05,2020-2022,comparison_country,-37.333333333333336
Poland,PL,2021-04-08,-39.0,-2.0,-7.0,-40.0,-27.0,11.0,2021,2,4,14,2021-04-05,2020-2022,comparison_country,-35.333333333333336
Poland,PL,2021-04-09,-32.0,6.0,17.0,-36.0,-24.0,9.0,2021,2,4,14,2021-04-05,2020-2022,comparison_country,-30.666666666666668
Poland,PL,2021-04-10,-35.0,0.0,57.0,-27.0,-4.0,3.0,2021,2,4,14,2021-04-05,2020-2022,comparison_country,-22.0
Poland,PL,2021-04-11,-25.0,10.0,116.0,-15.0,-2.0,2.0,2021,2,4,14,2021-04-05,2020-2022,comparison_country,-14.0
Poland,PL,2021-04-12,-30.0,0.0,9.0,-36.0,-25.0,9.0,2021,2,4,15,2021-04-12,2020-2022,comparison_country,-30.333333333333332
Poland,PL,2021-04-13,-34.0,1.0,0.0,-39.0,-26.0,10.0,2021,2,4,15,2021-04-12,2020-2022,comparison_country,-33.0
Poland,PL,2021-04-14,-35.0,-1.0,-13.0,-39.0,-26.0,10.0,2021,2,4,15,2021-04-12,2020-2022,comparison_country,-33.333333333333336
Poland,PL,2021-04-15,-35.0,0.0,-22.0,-39.0,-25.0,11.0,2021,2,4,15,2021-04-12,2020-2022,comparison_country,-33.0
Poland,PL,2021-04-16,-36.0,3.0,-22.0,-39.0,-23.0,10.0,2021,2,4,15,2021-04-12,2020-2022,comparison_country,-32.666666666666664
Poland,PL,2021-04-17,-38.0,0.0,12.0,-34.0,-4.0,5.0,2021,2,4,15,2021-04-12,2020-2022,comparison_country,-25.333333333333332
Poland,PL,2021-04-18,-39.0,-5.0,53.0,-26.0,-2.0,4.0,2021,2,4,15,2021-04-12,2020-2022,comparison_country,-22.333333333333332
Poland,PL,2021-04-19,-26.0,2.0,41.0,-31.0,-21.0,7.0,2021,2,4,16,2021-04-19,2020-2022,comparison_country,-26.0
Poland,PL,2021-04-20,-25.0,6.0,56.0,-28.0,-21.0,7.0,2021,2,4,16,2021-04-19,2020-2022,comparison_country,-24.666666666666668
Poland,PL,2021-04-21,-23.0,7.0,56.0,-28.0,-20.0,6.0,2021,2,4,16,2021-04-19,2020-2022,comparison_country,-23.666666666666668
Poland,PL,2021-04-22,-26.0,8.0,17.0,-32.0,-20.0,7.0,2021,2,4,16,2021-04-19,2020-2022,comparison_country,-26.0
Poland,PL,2021-04-23,-29.0,9.0,7.0,-32.0,-18.0,7.0,2021,2,4,16,2021-04-19,2020-2022,comparison_country,-26.333333333333332
Poland,PL,2021-04-24,-32.0,1.0,51.0,-25.0,1.0,2.0,2021,2,4,16,2021-04-19,2020-2022,comparison_country,-18.666666666666668
Poland,PL,2021-04-25,-18.0,115.0,37.0,-23.0,10.0,2.0,2021,2,4,16,2021-04-19,2020-2022,comparison_country,-10.333333333333334
Poland,PL,2021-04-26,-25.0,0.0,18.0,-31.0,-18.0,6.0,2021,2,4,17,2021-04-26,2020-2022,comparison_country,-24.666666666666668
Poland,PL,2021-04-27,-22.0,7.0,51.0,-27.0,-18.0,6.0,2021,2,4,17,2021-04-26,2020-2022,comparison_country,-22.333333333333332
Poland,PL,2021-04-28,-18.0,12.0,69.0,-24.0,-18.0,5.0,2021,2,4,17,2021-04-26,2020-2022,comparison_country,-20.0
Poland,PL,2021-04-29,-17.0,25.0,51.0,-23.0,-18.0,5.0,2021,2,4,17,2021-04-26,2020-2022,comparison_country,-19.333333333333332
Poland,PL,2021-04-30,-9.0,49.0,53.0,-19.0,-21.0,2.0,2021,2,4,17,2021-04-26,2020-2022,comparison_country,-16.333333333333332
Poland,PL,2021-05-01,-67.0,-72.0,81.0,-37.0,-39.0,5.0,2021,2,5,17,2021-04-26,2020-2022,comparison_country,-47.666666666666664
Poland,PL,2021-05-02,-51.0,-7.0,-4.0,-44.0,-15.0,4.0,2021,2,5,17,2021-04-26,2020-2022,comparison_country,-36.666666666666664
Poland,PL,2021-05-03,-60.0,-74.0,86.0,-57.0,-82.0,20.0,2021,2,5,18,2021-05-03,2020-2022,comparison_country,-66.33333333333333
Poland,PL,2021-05-04,0.0,28.0,55.0,-20.0,-25.0,5.0,2021,2,5,18,2021-05-03,2020-2022,comparison_country,-15.0
Poland,PL,2021-05-05,-8.0,15.0,23.0,-22.0,-18.0,4.0,2021,2,5,18,2021-05-03,2020-2022,comparison_country,-16.0
Poland,PL,2021-05-06,-7.0,18.0,40.0,-20.0,-16.0,4.0,2021,2,5,18,2021-05-03,2020-2022,comparison_country,-14.333333333333334
Poland,PL,2021-05-07,-12.0,17.0,13.0,-24.0,-15.0,5.0,2021,2,5,18,2021-05-03,2020-2022,comparison_country,-17.0
Poland,PL,2021-05-08,-14.0,11.0,56.0,-14.0,6.0,0.0,2021,2,5,18,2021-05-03,2020-2022,comparison_country,-7.333333333333333
Poland,PL,2021-05-09,-7.0,39.0,174.0,1.0,9.0,-3.0,2021,2,5,18,2021-05-03,2020-2022,comparison_country,1.0
Poland,PL,2021-05-10,-1.0,13.0,105.0,-16.0,-16.0,2.0,2021,2,5,19,2021-05-10,2020-2022,comparison_country,-11.0
Poland,PL,2021-05-11,-1.0,19.0,132.0,-14.0,-15.0,2.0,2021,2,5,19,2021-05-10,2020-2022,comparison_country,-10.0
Poland,PL,2021-05-12,-1.0,20.0,101.0,-14.0,-16.0,2.0,2021,2,5,19,2021-05-10,2020-2022,comparison_country,-10.333333333333334
Poland,PL,2021-05-13,-2.0,21.0,73.0,-15.0,-15.0,3.0,2021,2,5,19,2021-05-10,2020-2022,comparison_country,-10.666666666666666
Poland,PL,2021-05-14,-7.0,21.0,46.0,-18.0,-15.0,3.0,2021,2,5,19,2021-05-10,2020-2022,comparison_country,-13.333333333333334
Poland,PL,2021-05-15,-5.0,12.0,109.0,-3.0,5.0,-3.0,2021,2,5,19,2021-05-10,2020-2022,comparison_country,-1.0
Poland,PL,2021-05-16,-16.0,13.0,66.0,-10.0,8.0,0.0,2021,2,5,19,2021-05-10,2020-2022,comparison_country,-6.0
Poland,PL,2021-05-17,-3.0,12.0,51.0,-16.0,-13.0,2.0,2021,2,5,20,2021-05-17,2020-2022,comparison_country,-10.666666666666666
Poland,PL,2021-05-18,-7.0,14.0,39.0,-17.0,-13.0,4.0,2021,2,5,20,2021-05-17,2020-2022,comparison_country,-12.333333333333334
Poland,PL,2021-05-19,-3.0,16.0,57.0,-15.0,-12.0,2.0,2021,2,5,20,2021-05-17,2020-2022,comparison_country,-10.0
Poland,PL,2021-05-20,0.0,21.0,86.0,-15.0,-11.0,2.0,2021,2,5,20,2021-05-17,2020-2022,comparison_country,-8.666666666666666
Poland,PL,2021-05-21,-3.0,21.0,79.0,-11.0,-10.0,1.0,2021,2,5,20,2021-05-17,2020-2022,comparison_country,-8.0
Poland,PL,2021-05-22,-10.0,11.0,56.0,-11.0,7.0,0.0,2021,2,5,20,2021-05-17,2020-2022,comparison_country,-4.666666666666667
Poland,PL,2021-05-23,-10.0,11.0,95.0,-7.0,10.0,-1.0,2021,2,5,20,2021-05-17,2020-2022,comparison_country,-2.3333333333333335
Poland,PL,2021-05-24,3.0,18.0,91.0,-10.0,-12.0,1.0,2021,2,5,21,2021-05-24,2020-2022,comparison_country,-6.333333333333333
Poland,PL,2021-05-25,-2.0,21.0,41.0,-16.0,-13.0,4.0,2021,2,5,21,2021-05-24,2020-2022,comparison_country,-10.333333333333334
Poland,PL,2021-05-26,7.0,30.0,84.0,-8.0,-12.0,0.0,2021,2,5,21,2021-05-24,2020-2022,comparison_country,-4.333333333333333
Poland,PL,2021-05-27,3.0,20.0,86.0,-10.0,-12.0,2.0,2021,2,5,21,2021-05-24,2020-2022,comparison_country,-6.333333333333333
Poland,PL,2021-05-28,2.0,22.0,68.0,-10.0,-9.0,1.0,2021,2,5,21,2021-05-24,2020-2022,comparison_country,-5.666666666666667
Poland,PL,2021-05-29,-2.0,12.0,78.0,-5.0,12.0,-1.0,2021,2,5,21,2021-05-24,2020-2022,comparison_country,1.6666666666666667
Poland,PL,2021-05-30,8.0,23.0,106.0,0.0,16.0,-2.0,2021,2,5,21,2021-05-24,2020-2022,comparison_country,8.0
Poland,PL,2021-05-31,13.0,23.0,93.0,-6.0,-9.0,-1.0,2021,2,5,22,2021-05-31,2020-2022,comparison_country,-0.6666666666666666
Poland,PL,2021-06-01,24.0,32.0,131.0,-1.0,-10.0,0.0,2021,2,6,22,2021-05-31,2020-2022,comparison_country,4.333333333333333
Poland,PL,2021-06-02,27.0,57.0,139.0,5.0,-12.0,-5.0,2021,2,6,22,2021-05-31,2020-2022,comparison_country,6.666666666666667
Poland,PL,2021-06-03,-26.0,-59.0,336.0,-30.0,-81.0,13.0,2021,2,6,22,2021-05-31,2020-2022,comparison_country,-45.666666666666664
Poland,PL,2021-06-04,14.0,28.0,187.0,-18.0,-46.0,6.0,2021,2,6,22,2021-05-31,2020-2022,comparison_country,-16.666666666666668
Poland,PL,2021-06-05,-2.0,9.0,181.0,-4.0,1.0,-4.0,2021,2,6,22,2021-05-31,2020-2022,comparison_country,-1.6666666666666667
Poland,PL,2021-06-06,27.0,43.0,192.0,21.0,17.0,-8.0,2021,2,6,22,2021-05-31,2020-2022,comparison_country,21.666666666666668
Poland,PL,2021-06-07,10.0,24.0,107.0,-4.0,-6.0,-1.0,2021,2,6,23,2021-06-07,2020-2022,comparison_country,0.0
Poland,PL,2021-06-08,8.0,25.0,122.0,-5.0,-5.0,0.0,2021,2,6,23,2021-06-07,2020-2022,comparison_country,-0.6666666666666666
Poland,PL,2021-06-09,13.0,27.0,118.0,-3.0,-4.0,-1.0,2021,2,6,23,2021-06-07,2020-2022,comparison_country,2.0
Poland,PL,2021-06-10,15.0,29.0,123.0,-1.0,-3.0,-2.0,2021,2,6,23,2021-06-07,2020-2022,comparison_country,3.6666666666666665
Poland,PL,2021-06-11,10.0,27.0,104.0,-2.0,-1.0,-2.0,2021,2,6,23,2021-06-07,2020-2022,comparison_country,2.3333333333333335
Poland,PL,2021-06-12,1.0,13.0,84.0,-2.0,12.0,-3.0,2021,2,6,23,2021-06-07,2020-2022,comparison_country,3.6666666666666665
Poland,PL,2021-06-13,9.0,23.0,89.0,0.0,15.0,-2.0,2021,2,6,23,2021-06-07,2020-2022,comparison_country,8.0
Poland,PL,2021-06-14,10.0,21.0,101.0,-4.0,-3.0,-1.0,2021,2,6,24,2021-06-14,2020-2022,comparison_country,1.0
Poland,PL,2021-06-15,10.0,25.0,123.0,-4.0,-2.0,-1.0,2021,2,6,24,2021-06-14,2020-2022,comparison_country,1.3333333333333333
Poland,PL,2021-06-16,15.0,26.0,131.0,-3.0,-4.0,-2.0,2021,2,6,24,2021-06-14,2020-2022,comparison_country,2.6666666666666665
Poland,PL,2021-06-17,14.0,27.0,144.0,-3.0,-5.0,-2.0,2021,2,6,24,2021-06-14,2020-2022,comparison_country,2.0
Poland,PL,2021-06-18,8.0,25.0,131.0,-4.0,-5.0,-3.0,2021,2,6,24,2021-06-14,2020-2022,comparison_country,-0.3333333333333333
Poland,PL,2021-06-19,-2.0,13.0,160.0,3.0,8.0,-6.0,2021,2,6,24,2021-06-14,2020-2022,comparison_country,3.0
Poland,PL,2021-06-20,15.0,36.0,160.0,9.0,13.0,-7.0,2021,2,6,24,2021-06-14,2020-2022,comparison_country,12.333333333333334
Poland,PL,2021-06-21,10.0,21.0,111.0,-9.0,-8.0,-1.0,2021,2,6,25,2021-06-21,2020-2022,comparison_country,-2.3333333333333335
Poland,PL,2021-06-22,7.0,22.0,98.0,-10.0,-9.0,1.0,2021,2,6,25,2021-06-21,2020-2022,comparison_country,-4.0
Poland,PL,2021-06-23,12.0,26.0,103.0,-7.0,-8.0,0.0,2021,2,6,25,2021-06-21,2020-2022,comparison_country,-1.0
Poland,PL,2021-06-24,11.0,22.0,98.0,-9.0,-9.0,0.0,2021,2,6,25,2021-06-21,2020-2022,comparison_country,-2.3333333333333335
Poland,PL,2021-06-25,14.0,25.0,110.0,-1.0,-7.0,-2.0,2021,2,6,25,2021-06-21,2020-2022,comparison_country,2.0
Poland,PL,2021-06-26,1.0,9.0,145.0,5.0,11.0,-5.0,2021,2,6,25,2021-06-21,2020-2022,comparison_country,5.666666666666667
Poland,PL,2021-06-27,59.0,167.0,162.0,19.0,30.0,-8.0,2021,2,6,25,2021-06-21,2020-2022,comparison_country,36.0
Poland,PL,2021-06-28,10.0,15.0,139.0,-8.0,-15.0,-1.0,2021,2,6,26,2021-06-28,2020-2022,comparison_country,-4.333333333333333
Poland,PL,2021-06-29,6.0,18.0,148.0,-11.0,-16.0,-1.0,2021,2,6,26,2021-06-28,2020-2022,comparison_country,-7.0
Poland,PL,2021-06-30,11.0,20.0,122.0,-10.0,-16.0,-1.0,2021,2,6,26,2021-06-28,2020-2022,comparison_country,-5.0
Poland,PL,2021-07-01,12.0,23.0,125.0,-7.0,-17.0,1.0,2021,3,7,26,2021-06-28,2020-2022,comparison_country,-4.0
Poland,PL,2021-07-02,5.0,20.0,98.0,-10.0,-15.0,0.0,2021,3,7,26,2021-06-28,2020-2022,comparison_country,-6.666666666666667
Poland,PL,2021-07-03,1.0,12.0,129.0,4.0,6.0,-4.0,2021,3,7,26,2021-06-28,2020-2022,comparison_country,3.6666666666666665
Poland,PL,2021-07-04,25.0,36.0,165.0,15.0,13.0,-5.0,2021,3,7,26,2021-06-28,2020-2022,comparison_country,17.666666666666668
Poland,PL,2021-07-05,15.0,22.0,140.0,-7.0,-18.0,0.0,2021,3,7,27,2021-07-05,2020-2022,comparison_country,-3.3333333333333335
Poland,PL,2021-07-06,12.0,24.0,182.0,-7.0,-18.0,0.0,2021,3,7,27,2021-07-05,2020-2022,comparison_country,-4.333333333333333
Poland,PL,2021-07-07,13.0,23.0,152.0,-8.0,-19.0,0.0,2021,3,7,27,2021-07-05,2020-2022,comparison_country,-4.666666666666667
Poland,PL,2021-07-08,14.0,25.0,151.0,-7.0,-19.0,0.0,2021,3,7,27,2021-07-05,2020-2022,comparison_country,-4.0
Poland,PL,2021-07-09,6.0,23.0,108.0,-9.0,-18.0,0.0,2021,3,7,27,2021-07-05,2020-2022,comparison_country,-7.0
Poland,PL,2021-07-10,9.0,18.0,179.0,13.0,7.0,-7.0,2021,3,7,27,2021-07-05,2020-2022,comparison_country,9.666666666666666
Poland,PL,2021-07-11,32.0,49.0,192.0,20.0,13.0,-7.0,2021,3,7,27,2021-07-05,2020-2022,comparison_country,21.666666666666668
Poland,PL,2021-07-12,15.0,23.0,135.0,-6.0,-21.0,0.0,2021,3,7,28,2021-07-12,2020-2022,comparison_country,-4.0
Poland,PL,2021-07-13,15.0,26.0,199.0,-6.0,-21.0,0.0,2021,3,7,28,2021-07-12,2020-2022,comparison_country,-4.0
Poland,PL,2021-07-14,16.0,24.0,166.0,-7.0,-21.0,0.0,2021,3,7,28,2021-07-12,2020-2022,comparison_country,-4.0
Poland,PL,2021-07-15,17.0,27.0,176.0,-5.0,-21.0,-1.0,2021,3,7,28,2021-07-12,2020-2022,comparison_country,-3.0
Poland,PL,2021-07-16,10.0,23.0,145.0,-5.0,-20.0,-1.0,2021,3,7,28,2021-07-12,2020-2022,comparison_country,-5.0
Poland,PL,2021-07-17,5.0,15.0,181.0,14.0,5.0,-6.0,2021,3,7,28,2021-07-12,2020-2022,comparison_country,8.0
Poland,PL,2021-07-18,35.0,51.0,196.0,25.0,13.0,-7.0,2021,3,7,28,2021-07-12,2020-2022,comparison_country,24.333333333333332
Poland,PL,2021-07-19,20.0,26.0,171.0,-3.0,-22.0,-1.0,2021,3,7,29,2021-07-19,2020-2022,comparison_country,-1.6666666666666667
Poland,PL,2021-07-20,17.0,26.0,191.0,-5.0,-22.0,1.0,2021,3,7,29,2021-07-19,2020-2022,comparison_country,-3.3333333333333335
Poland,PL,2021-07-21,21.0,26.0,197.0,-2.0,-22.0,0.0,2021,3,7,29,2021-07-19,2020-2022,comparison_country,-1.0
Poland,PL,2021-07-22,20.0,28.0,201.0,-3.0,-21.0,0.0,2021,3,7,29,2021-07-19,2020-2022,comparison_country,-1.3333333333333333
Poland,PL,2021-07-23,13.0,26.0,177.0,-3.0,-21.0,-1.0,2021,3,7,29,2021-07-19,2020-2022,comparison_country,-3.6666666666666665
Poland,PL,2021-07-24,5.0,15.0,218.0,17.0,6.0,-8.0,2021,3,7,29,2021-07-19,2020-2022,comparison_country,9.333333333333334
Poland,PL,2021-07-25,34.0,57.0,201.0,26.0,13.0,-8.0,2021,3,7,29,2021-07-19,2020-2022,comparison_country,24.333333333333332
Poland,PL,2021-07-26,19.0,26.0,179.0,-4.0,-24.0,0.0,2021,3,7,30,2021-07-26,2020-2022,comparison_country,-3.0
Poland,PL,2021-07-27,17.0,26.0,209.0,-6.0,-24.0,1.0,2021,3,7,30,2021-07-26,2020-2022,comparison_country,-4.333333333333333
Poland,PL,2021-07-28,19.0,26.0,198.0,-5.0,-24.0,1.0,2021,3,7,30,2021-07-26,2020-2022,comparison_country,-3.3333333333333335
Poland,PL,2021-07-29,22.0,30.0,223.0,-1.0,-23.0,0.0,2021,3,7,30,2021-07-26,2020-2022,comparison_country,-0.6666666666666666
Poland,PL,2021-07-30,15.0,27.0,187.0,-1.0,-22.0,-1.0,2021,3,7,30,2021-07-26,2020-2022,comparison_country,-2.6666666666666665
Poland,PL,2021-07-31,8.0,16.0,199.0,20.0,5.0,-7.0,2021,3,7,30,2021-07-26,2020-2022,comparison_country,11.0
Poland,PL,2021-08-01,27.0,51.0,143.0,24.0,9.0,-5.0,2021,3,8,30,2021-07-26,2020-2022,comparison_country,20.0
Poland,PL,2021-08-02,23.0,27.0,165.0,-3.0,-26.0,1.0,2021,3,8,31,2021-08-02,2020-2022,comparison_country,-2.0
Poland,PL,2021-08-03,21.0,26.0,210.0,-3.0,-26.0,2.0,2021,3,8,31,2021-08-02,2020-2022,comparison_country,-2.6666666666666665
Poland,PL,2021-08-04,23.0,26.0,192.0,-5.0,-25.0,1.0,2021,3,8,31,2021-08-02,2020-2022,comparison_country,-2.3333333333333335
Poland,PL,2021-08-05,18.0,25.0,152.0,-8.0,-26.0,2.0,2021,3,8,31,2021-08-02,2020-2022,comparison_country,-5.333333333333333
Poland,PL,2021-08-06,12.0,23.0,123.0,-8.0,-25.0,2.0,2021,3,8,31,2021-08-02,2020-2022,comparison_country,-7.0
Poland,PL,2021-08-07,11.0,15.0,220.0,19.0,5.0,-7.0,2021,3,8,31,2021-08-02,2020-2022,comparison_country,11.666666666666666
Poland,PL,2021-08-08,41.0,64.0,191.0,28.0,13.0,-6.0,2021,3,8,31,2021-08-02,2020-2022,comparison_country,27.333333333333332
Poland,PL,2021-08-09,26.0,28.0,204.0,0.0,-24.0,0.0,2021,3,8,32,2021-08-09,2020-2022,comparison_country,0.6666666666666666
Poland,PL,2021-08-10,24.0,29.0,205.0,-2.0,-24.0,1.0,2021,3,8,32,2021-08-09,2020-2022,comparison_country,-0.6666666666666666
Poland,PL,2021-08-11,31.0,31.0,212.0,0.0,-24.0,0.0,2021,3,8,32,2021-08-09,2020-2022,comparison_country,2.3333333333333335
Poland,PL,2021-08-12,22.0,35.0,236.0,1.0,-24.0,-1.0,2021,3,8,32,2021-08-09,2020-2022,comparison_country,-0.3333333333333333
Poland,PL,2021-08-13,12.0,34.0,202.0,-1.0,-24.0,-1.0,2021,3,8,32,2021-08-09,2020-2022,comparison_country,-4.333333333333333
Poland,PL,2021-08-14,6.0,21.0,226.0,22.0,5.0,-8.0,2021,3,8,32,2021-08-09,2020-2022,comparison_country,11.0
Poland,PL,2021-08-15,35.0,63.0,225.0,34.0,12.0,-9.0,2021,3,8,32,2021-08-09,2020-2022,comparison_country,27.0
Poland,PL,2021-08-16,16.0,29.0,165.0,-2.0,-24.0,0.0,2021,3,8,33,2021-08-16,2020-2022,comparison_country,-3.3333333333333335
Poland,PL,2021-08-17,16.0,31.0,145.0,-6.0,-24.0,2.0,2021,3,8,33,2021-08-16,2020-2022,comparison_country,-4.666666666666667
Poland,PL,2021-08-18,19.0,30.0,172.0,-3.0,-21.0,1.0,2021,3,8,33,2021-08-16,2020-2022,comparison_country,-1.6666666666666667
Poland,PL,2021-08-19,18.0,31.0,180.0,-3.0,-21.0,1.0,2021,3,8,33,2021-08-16,2020-2022,comparison_country,-2.0
Poland,PL,2021-08-20,10.0,27.0,146.0,-4.0,-21.0,0.0,2021,3,8,33,2021-08-16,2020-2022,comparison_country,-5.0
Poland,PL,2021-08-21,7.0,18.0,204.0,18.0,7.0,-6.0,2021,3,8,33,2021-08-16,2020-2022,comparison_country,10.666666666666666
Poland,PL,2021-08-22,34.0,84.0,201.0,30.0,17.0,-7.0,2021,3,8,33,2021-08-16,2020-2022,comparison_country,27.0
Poland,PL,2021-08-23,10.0,23.0,94.0,-9.0,-21.0,2.0,2021,3,8,34,2021-08-23,2020-2022,comparison_country,-6.666666666666667
Poland,PL,2021-08-24,11.0,26.0,116.0,-9.0,-20.0,3.0,2021,3,8,34,2021-08-23,2020-2022,comparison_country,-6.0
Poland,PL,2021-08-25,18.0,28.0,149.0,-2.0,-18.0,1.0,2021,3,8,34,2021-08-23,2020-2022,comparison_country,-0.6666666666666666
Poland,PL,2021-08-26,13.0,29.0,102.0,-6.0,-19.0,2.0,2021,3,8,34,2021-08-23,2020-2022,comparison_country,-4.0
Poland,PL,2021-08-27,9.0,26.0,97.0,-6.0,-17.0,1.0,2021,3,8,34,2021-08-23,2020-2022,comparison_country,-4.666666666666667
Poland,PL,2021-08-28,5.0,14.0,143.0,10.0,10.0,-4.0,2021,3,8,34,2021-08-23,2020-2022,comparison_country,8.333333333333334
Poland,PL,2021-08-29,60.0,199.0,80.0,17.0,27.0,-4.0,2021,3,8,34,2021-08-23,2020-2022,comparison_country,34.666666666666664
Poland,PL,2021-08-30,8.0,17.0,48.0,-8.0,-16.0,3.0,2021,3,8,35,2021-08-30,2020-2022,comparison_country,-5.333333333333333
Poland,PL,2021-08-31,10.0,25.0,52.0,-8.0,-16.0,4.0,2021,3,8,35,2021-08-30,2020-2022,comparison_country,-4.666666666666667
Poland,PL,2021-09-01,22.0,38.0,99.0,5.0,-17.0,2.0,2021,3,9,35,2021-08-30,2020-2022,comparison_country,3.3333333333333335
Poland,PL,2021-09-02,11.0,33.0,107.0,6.0,-13.0,-1.0,2021,3,9,35,2021-08-30,2020-2022,comparison_country,1.3333333333333333
Poland,PL,2021-09-03,8.0,29.0,110.0,6.0,-11.0,-3.0,2021,3,9,35,2021-08-30,2020-2022,comparison_country,1.0
Poland,PL,2021-09-04,5.0,18.0,148.0,8.0,10.0,-4.0,2021,3,9,35,2021-08-30,2020-2022,comparison_country,7.666666666666667
Poland,PL,2021-09-05,27.0,101.0,160.0,19.0,17.0,-5.0,2021,3,9,35,2021-08-30,2020-2022,comparison_country,21.0
Poland,PL,2021-09-06,9.0,27.0,97.0,3.0,-12.0,-2.0,2021,3,9,36,2021-09-06,2020-2022,comparison_country,0.0
Poland,PL,2021-09-07,6.0,29.0,116.0,2.0,-12.0,-1.0,2021,3,9,36,2021-09-06,2020-2022,comparison_country,-1.3333333333333333
Poland,PL,2021-09-08,10.0,30.0,121.0,5.0,-12.0,-2.0,2021,3,9,36,2021-09-06,2020-2022,comparison_country,1.0
Poland,PL,2021-09-09,10.0,32.0,135.0,5.0,-12.0,-2.0,2021,3,9,36,2021-09-06,2020-2022,comparison_country,1.0
Poland,PL,2021-09-10,10.0,32.0,128.0,6.0,-11.0,-3.0,2021,3,9,36,2021-09-06,2020-2022,comparison_country,1.6666666666666667
Poland,PL,2021-09-11,7.0,19.0,160.0,14.0,8.0,-5.0,2021,3,9,36,2021-09-06,2020-2022,comparison_country,9.666666666666666
Poland,PL,2021-09-12,23.0,99.0,134.0,19.0,14.0,-4.0,2021,3,9,36,2021-09-06,2020-2022,comparison_country,18.666666666666668
Poland,PL,2021-09-13,7.0,28.0,77.0,0.0,-11.0,-1.0,2021,3,9,37,2021-09-13,2020-2022,comparison_country,-1.3333333333333333
Poland,PL,2021-09-14,6.0,29.0,101.0,1.0,-12.0,0.0,2021,3,9,37,2021-09-13,2020-2022,comparison_country,-1.6666666666666667
Poland,PL,2021-09-15,9.0,29.0,105.0,3.0,-12.0,-1.0,2021,3,9,37,2021-09-13,2020-2022,comparison_country,0.0
Poland,PL,2021-09-16,4.0,28.0,68.0,-2.0,-13.0,-1.0,2021,3,9,37,2021-09-13,2020-2022,comparison_country,-3.6666666666666665
Poland,PL,2021-09-17,2.0,27.0,48.0,-3.0,-12.0,0.0,2021,3,9,37,2021-09-13,2020-2022,comparison_country,-4.333333333333333
