week_start,cases,future_deaths,pandemic_period,cases_log1p,week_start_label
2024-04-01,3.314788363596789,0.0,2023-2026,1.462048276657428,2024-04-01
2024-04-08,3.1262100116854667,0.0,2023-2026,1.4173593129381765,2024-04-08
2024-04-15,3.4384119498497663,0.0,2023-2026,1.4902966435125822,2024-04-15
2024-04-22,4.322634888811742,0.0,2023-2026,1.671968460594801,2024-04-22
2024-04-29,6.011458795928689,0.0,2023-2026,1.9475457815258816,2024-04-29
2024-05-06,6.210513722946196,0.0,2023-2026,1.975540200207442,2024-05-06
2024-05-13,5.475058150492041,0.0,2023-2026,1.867957588316246,2024-05-13
2024-05-20,4.835987069014784,0.0,2023-2026,1.7640434149306659,2024-05-20
2024-05-27,5.09580613164816,0.0,2023-2026,1.8076010153274784,2024-05-27
2024-06-03,6.088985451714455,0.0,2023-2026,1.9585422346369554,2024-06-03
2024-06-10,8.134012912441678,0.0,2023-2026,2.2120051284296074,2024-06-10
2024-06-17,10.254471713933428,0.0,2023-2026,2.4207655353568938,2024-06-17
2024-06-24,10.292187384315692,0.0,2023-2026,2.424111104684631,2024-06-24
2024-07-01,10.155991907935292,0.0,2023-2026,2.4119767444095914,2024-07-01
2024-07-08,11.243460403957249,0.0,2023-2026,2.504991949870069,2024-07-08
2024-07-15,10.908210000559343,0.0,2023-2026,2.4772280782482277,2024-07-15
2024-07-22,8.936518565575414,0.0,2023-2026,2.296216714406478,2024-07-22
2024-07-29,7.45513084556092,0.0,2023-2026,2.1347734577554496,2024-07-29
2024-08-05,5.554680121299044,0.0,2023-2026,1.8801793168333412,2024-08-05
2024-08-12,4.754269783186545,0.0,2023-2026,1.749942150228798,2024-08-12
2024-08-19,4.333111463917926,0.0,2023-2026,1.6739348321909573,2024-08-19
2024-08-26,4.77731824842015,0.0,2023-2026,1.7539396041549358,2024-08-26
2024-09-02,4.955420025225288,0.0,2023-2026,1.784301733523153,2024-09-02
2024-09-09,5.227810977986087,0.0,2023-2026,1.829024903155693,2024-09-09
2024-09-16,7.344079149435364,0.0,2023-2026,2.1215522034439136,2024-09-16
2024-09-23,7.5137996661555535,0.0,2023-2026,2.141688337196728,2024-09-23
2024-09-30,8.226206773376102,0.0,2023-2026,2.222047996913109,2024-09-30
2024-10-07,8.500693041158138,0.0,2023-2026,2.2513647476465057,2024-10-07
2024-10-14,8.190586418015075,0.0,2023-2026,2.2181797447795732,2024-10-14
2024-10-21,6.294326323795672,0.0,2023-2026,1.987096830047065,2024-10-21
2024-10-28,4.502831980638115,0.0,2023-2026,1.7052628652906061,2024-10-28
2024-11-04,3.6626106571221153,0.0,2023-2026,1.5395755181193171,2024-11-04
2024-11-11,2.9124878795193028,0.0,2023-2026,1.3641734579750329,2024-11-11
2024-11-18,2.973252015135173,0.0,2023-2026,1.3795849067701929,2024-11-18
2024-11-25,2.94810823488033,0.0,2023-2026,1.373236536312046,2024-11-25
2024-12-02,2.977442645177647,0.0,2023-2026,1.3806390613087791,2024-12-02
2024-12-09,2.927155084667961,0.0,2023-2026,1.367915266710145,2024-12-09
2024-12-16,3.157639737004021,0.0,2023-2026,1.424947542344894,2024-12-16
2024-12-23,2.510187395441816,0.0,2023-2026,1.255669425067394,2024-12-23
2024-12-30,2.5458077508028434,0.0,2023-2026,1.2657659903906466,2024-12-30
2025-01-06,2.1916995122138063,0.0,2023-2026,1.1605535373786942,2025-01-06
2025-01-13,2.08064781608825,0.0,2023-2026,1.1251399047680335,2025-01-13
2025-01-20,2.011502420387432,0.0,2023-2026,1.1024390972162192,2025-01-20
2025-01-27,2.0429321457059855,0.0,2023-2026,1.1128215721798522,2025-01-27
2025-02-03,1.9758820650264044,0.0,2023-2026,1.090540487498244,2025-02-03
2025-02-10,2.070171240982065,0.0,2023-2026,1.1217333388650448,2025-02-10
2025-02-17,2.3593247139127587,0.0,2023-2026,1.2117399757741727,2025-02-17
2025-02-24,2.1078869113643295,0.0,2023-2026,1.13394304553849,2025-02-24
2025-03-03,2.197985457277517,0.0,2023-2026,1.162521066958495,2025-03-03
2025-03-10,2.2000807722987537,0.0,2023-2026,1.163176050830484,2025-03-10
2025-03-17,2.621239091567372,0.0,2023-2026,1.2868162577578792,2025-03-17
2025-03-24,2.5458077508028434,0.0,2023-2026,1.2657659903906466,2025-03-24
2025-03-31,2.746957992841587,0.0,2023-2026,1.3209443088710957,2025-03-31
2025-04-07,2.8014361833937467,0.0,2023-2026,1.3353789383282295,2025-04-07
2025-04-14,2.631715666673557,0.0,2023-2026,1.289705172067068,2025-04-14
2025-04-21,2.8622003190096166,0.0,2023-2026,1.3512370519023866,2025-04-21
2025-04-28,2.925059769646724,0.0,2023-2026,1.367381579053899,2025-04-28
2025-05-05,2.453613889868419,0.0,2023-2026,1.239421187103145,2025-05-05
2025-05-12,2.5751421611001604,0.0,2023-2026,1.274004940698053,2025-05-12
2025-05-19,2.7029563773956116,0.0,2023-2026,1.3091315215206372,2025-05-19
2025-05-26,2.9145831945405396,0.0,2023-2026,1.364708860056211,2025-05-26
2025-06-02,3.03611146577228,0.0,2023-2026,1.3952817199921266,2025-06-02
2025-06-09,3.5578449060602706,0.0,2023-2026,1.516849903491667,2025-06-09
2025-06-16,3.471936990189557,0.0,2023-2026,1.4978216459032572,2025-06-16
2025-06-23,2.7322907876929285,0.0,2023-2026,1.31702219733794,2025-06-23
2025-06-30,2.4808529851444994,0.0,2023-2026,1.2472773744253762,2025-06-30
2025-07-07,2.7679111430539556,0.0,2023-2026,1.326520774444007,2025-07-07
2025-07-14,3.071731821133308,0.0,2023-2026,1.404068417829236,2025-07-14
2025-07-21,2.6882891722469533,0.0,2023-2026,1.3051627115811961,2025-07-21
2025-07-28,3.283358638278235,0.0,2023-2026,1.454737430424906,2025-07-28
2025-08-04,3.8155686536724103,0.0,2023-2026,1.5718541387279552,2025-08-04
2025-08-11,4.28282390340824,0.0,2023-2026,1.6644607849384325,2025-08-11
2025-08-18,3.832331173842306,0.0,2023-2026,1.575328995916845,2025-08-18
2025-08-25,4.314253628726794,0.0,2023-2026,1.670392574600388,2025-08-25
2025-09-01,4.7060775376980954,0.0,2023-2026,1.7415318414999095,2025-09-01
2025-09-08,5.049709201180948,0.0,2023-2026,1.8000102049670423,2025-09-08
2025-09-15,6.413759280006176,0.0,2023-2026,2.0033376358990567,2025-09-15
2025-09-22,7.180644577778885,0.0,2023-2026,2.1017709467496313,2025-09-22
2025-09-29,8.601268162177508,0.0,2023-2026,2.2618951899761477,2025-09-29
2025-10-06,7.2015977279912535,0.0,2023-2026,2.104328980167392,2025-10-06
2025-10-13,5.8501195392934475,0.0,2023-2026,1.9242661031136112,2025-10-13
2025-10-20,4.630646196933567,0.0,2023-2026,1.7282242129956473,2025-10-20
2025-10-27,3.830235858821069,0.0,2023-2026,1.574895298526287,2025-10-27
2025-11-03,2.899915989391881,0.0,2023-2026,1.360955011722017,2025-11-03
2025-11-10,1.9884539551538256,0.0,2023-2026,1.0947561818199358,2025-11-10
2025-11-17,1.596630046182524,0.0,2023-2026,0.9542144682328891,2025-11-17
2025-11-24,1.8920694641769285,0.0,2023-2026,1.0619723234329972,2025-11-24
2025-12-01,2.1770323070651476,0.0,2023-2026,1.155947524283565,2025-12-01
2025-12-08,2.1078869113643295,0.0,2023-2026,1.13394304553849,2025-12-08
2025-12-15,1.6804426470320004,0.0,2023-2026,0.9859819476872159,2025-12-15
2025-12-22,1.5337705955454168,0.0,2023-2026,0.9297085472346744,2025-12-22
2025-12-29,1.7097770573293172,0.0,2023-2026,0.996866364839373,2025-12-29
2026-01-05,1.6867285920957111,0.0,2023-2026,0.9883243167519374,2026-01-05
2026-01-12,1.829210013539821,0.0,2023-2026,1.039997525527252,2026-01-12
2026-01-19,2.005216475323721,0.0,2023-2026,1.10034960376981,2026-01-19
2026-01-26,1.8522584787734269,0.0,2023-2026,1.0481111291513054,2026-01-26
