location,pandemic_period,dataset,variable,n,missing_pct,mean,median,std,min,q25,q75,max,skew,kurtosis
United Kingdom,2020-2022,covid_weekly,total_cases_per_million,157,0.0,140774.70420846622,73407.32,136976.30398679915,0.0,7612.514,312587.2,354956.34,0.5197284349276176,-1.428542174100305
United Kingdom,2020-2022,covid_weekly,total_deaths_per_million,157,0.0,1946.0913123611178,2267.4326,1016.3158816872239,0.0,863.25305,2822.117,3172.7512,-0.608628419627447,-1.0343563155272357
United Kingdom,2020-2022,covid_weekly,people_vaccinated_per_hundred,157,0.0,44.605153612101915,66.518295,35.2442555866706,0.0,0.0,77.48224,78.91978,-0.3514213785296117,-1.7569820044059508
United Kingdom,2020-2022,covid_weekly,people_fully_vaccinated_per_hundred,157,0.0,37.761289003949045,49.467148,33.88579130859883,0.0,0.0,72.570816,74.43005,-0.10274574309099002,-1.9006290297155328
United Kingdom,2020-2022,covid_weekly,total_boosters_per_hundred,157,0.0,21.229210402547768,0.0,27.11517486053247,0.0,0.0,57.006535,59.217354,0.5712211323576595,-1.6314970664486186
United Kingdom,2020-2022,covid_weekly,stringency_index,157,0.0,42.956360327570515,43.63,27.958206821750053,0.0,11.11,67.59,87.96,-0.056216777191819604,-1.4201854065734096
United Kingdom,2020-2022,covid_weekly,reproduction_rate,148,5.7324840764331215,1.0584707046332047,1.0381071428571427,0.2844295917223231,0.3062857142857143,0.8704999999999999,1.1518714285714284,2.4719285714285713,2.07894797847561,8.583261919911825
United Kingdom,2020-2022,covid_weekly,positive_rate,112,28.662420382165603,4.806013226096939,3.9274923428571427,4.708063834590433,0.2136466871428571,1.2754194,6.595148928571429,27.143143142857145,2.3052935764358393,7.686113642713773
United Kingdom,2020-2022,covid_weekly,tests_per_case,112,28.662420382165603,73.79029112765731,25.632272214285717,103.67501111171627,3.7069913285714287,15.420948535714286,82.08708017857143,468.6008857142857,2.2077154779098813,4.518132120500588
United Kingdom,2020-2022,covid_weekly,excess_mortality_cumulative_per_million,157,0.0,1494.7093685974517,1627.4794,734.7006583738834,-90.95659,867.2138,2006.4122,2718.5623,-0.5911909502508036,-0.39462731802060436
United Kingdom,2023-2026,covid_weekly,new_cases_per_million_7d_avg,174,0.0,11.279240746425812,4.806652658717468,15.154362700785326,0.0251437802548429,2.691955973534118,11.769608972325702,82.23482863848494,2.416499828827239,5.859858543900625
United Kingdom,2023-2026,covid_weekly,new_deaths_per_million_7d_avg,174,0.0,0.19530469159361757,0.0,0.4203271967220472,0.0,0.0,0.0,2.0423334842713463,2.3334635424829573,4.836719263437809
United Kingdom,2023-2026,covid_weekly,new_cases_per_million_calc,174,0.0,11.034217910802004,4.806652658717468,14.603236615360048,0.0251437802548429,2.691955973534118,11.326749176051417,69.96256855910038,2.3647209245062273,5.414299478715343
United Kingdom,2023-2026,covid_weekly,new_deaths_per_million_calc,174,0.0,0.19021606939918506,0.0,0.41176251325155017,0.0,0.0,0.0,1.9926445851963,2.3088212402816297,4.629637247106439
United Kingdom,2023-2026,covid_weekly,total_cases_per_million,174,0.0,365273.3655747127,366487.44,3182.8720105238685,355446.1,363870.4675,367541.43500000006,368396.03,-1.310247078880637,0.9793694555274155
United Kingdom,2023-2026,covid_weekly,total_deaths_per_million,174,0.0,3384.2036781609204,3404.4343,46.68648196192859,3186.6997,3404.4343,3404.4343,3404.4343,-2.6287129612225826,6.335098154773009
United Kingdom,2023-2026,covid_weekly,people_vaccinated_per_hundred,174,0.0,78.91977999999999,78.91978,1.4251867368198496e-14,78.91978,78.91978,78.91978,78.91978,0.0,0.0
United Kingdom,2023-2026,covid_weekly,people_fully_vaccinated_per_hundred,174,0.0,74.43004999999998,74.43005,1.4251867368198496e-14,74.43005,74.43005,74.43005,74.43005,0.0,0.0
United Kingdom,2023-2026,covid_weekly,total_boosters_per_hundred,174,0.0,59.21735400000001,59.217354,7.125933684099248e-15,59.217354,59.217354,59.217354,59.217354,0.0,0.0
United Kingdom,2023-2026,covid_weekly,stringency_index,0,100.0,,,,,,,,,
United Kingdom,2023-2026,covid_weekly,reproduction_rate,1,99.42528735632183,0.298,0.298,,0.298,0.298,0.298,0.298,,
United Kingdom,2023-2026,covid_weekly,positive_rate,0,100.0,,,,,,,,,
United Kingdom,2023-2026,covid_weekly,tests_per_case,0,100.0,,,,,,,,,
United Kingdom,2023-2026,covid_weekly,excess_mortality_cumulative_per_million,52,70.11494252873564,3155.847284615385,3169.1791000000003,193.38656338382876,2766.2778,2989.113475,3317.05105,3482.6978,-0.05518355850631878,-1.099762638067876
World,2020-2022,covid_weekly,new_cases_per_million_7d_avg,157,0.0,81.90538850318462,61.99593928075007,95.34499943316742,0.0002505201095545,37.58450417468346,80.3814277857421,676.9222618131772,3.4747138713465575,15.151099041102473
World,2020-2022,covid_weekly,new_deaths_per_million_7d_avg,157,0.0,0.7613997328659411,0.7829940722678013,0.490136452332539,2.544212351603715e-05,0.2608911671704997,1.157451246176836,1.8313927444178475,0.16649925407602606,-0.9477487030703875
World,2020-2022,covid_weekly,new_cases_per_million_calc,157,0.0,83.06831495565169,62.467806712964965,98.72569381092326,0.0001869996078428,37.98540843598742,81.8849733265323,787.8240940435181,3.785255487218566,19.383417592891078
World,2020-2022,covid_weekly,new_deaths_per_million_calc,157,0.0,0.763437724744412,0.7796458888130909,0.4880841070297491,1.7809486461226006e-05,0.2705439088324842,1.1251499261608753,1.8471108883260552,0.16688195193683306,-0.942282876419966
World,2020-2022,covid_weekly,total_cases_per_million,157,0.0,31267.529834236444,23015.04,28625.78104941896,0.00025133704,4451.123,61632.777,92023.99,0.557916900708573,-1.1665980003129914
World,2020-2022,covid_weekly,total_deaths_per_million,157,0.0,457.2426568778932,505.68295,305.38572239406545,0.00037700558,141.39719,778.9693,845.40106,-0.2008662356310462,-1.5287208649692994
World,2020-2022,covid_weekly,people_vaccinated_per_hundred,157,0.0,31.760811245222932,25.7941,28.40479639155932,0.0,0.0,63.7856,69.1547,0.1119645308940853,-1.76370832958024
World,2020-2022,covid_weekly,people_fully_vaccinated_per_hundred,157,0.0,27.819266675159234,18.573864,25.364276085220254,0.0,0.0,57.38741,63.467964,0.23645644789449155,-1.6585963743646512
World,2020-2022,covid_weekly,total_boosters_per_hundred,157,0.0,9.694369661146496,2.047237,12.291471536917163,0.0,0.0,22.014181,33.828667,0.906505390990516,-0.9127175392792641
World,2020-2022,covid_weekly,stringency_index,0,100.0,,,,,,,,,
World,2020-2022,covid_weekly,reproduction_rate,154,1.910828025477707,1.0765302643784784,1.0281285714285713,0.3131821891529605,0.6352285714285715,0.9419642857142856,1.0912714285714284,3.377075,4.885137466407099,29.850327641082593
World,2020-2022,covid_weekly,positive_rate,0,100.0,,,,,,,,,
World,2020-2022,covid_weekly,tests_per_case,0,100.0,,,,,,,,,
World,2020-2022,covid_weekly,excess_mortality_cumulative_per_million,0,100.0,,,,,,,,,
World,2023-2026,covid_weekly,new_cases_per_million_7d_avg,174,0.0,5.845086294611415,0.923808593292014,25.243680721318118,0.0381886273975732,0.5254332790655524,3.303183334794587,298.1781918601843,9.86766418565688,108.35142897776869
World,2023-2026,covid_weekly,new_deaths_per_million_7d_avg,174,0.0,0.041791948561035845,0.0167256519994428,0.0944403741168709,0.0016486496038391,0.00813511899425285,0.040748105023285075,0.904253777157586,6.529433204849108,50.18857601639706
World,2023-2026,covid_weekly,new_cases_per_million_calc,174,0.0,4.7958003357147,0.9146596056756452,16.915338379780703,0.0367943990288929,0.514222207338209,3.0242912291834023,195.54814353477508,9.175120247714343,97.31088568375073
World,2023-2026,covid_weekly,new_deaths_per_million_calc,174,0.0,0.039954354635314895,0.01637582280109725,0.10332140559728198,0.0015672348085878,0.00806324499532,0.04041862952375235,1.241107492509918,9.588349385821088,107.67076546692265
World,2023-2026,covid_weekly,total_cases_per_million,174,0.0,97232.44755747127,97537.08,852.5237010542535,93403.83,96955.66875,97810.92749999999,97911.81,-2.0149452965984223,4.212134887224233
World,2023-2026,covid_weekly,total_deaths_per_million,174,0.0,884.4055321264367,887.7454749999999,9.894714400563256,848.48846,878.204675,892.0350249999999,894.01715,-1.3916555821795247,1.7356093167020856
World,2023-2026,covid_weekly,people_vaccinated_per_hundred,174,0.0,70.5852468448276,70.706406,0.3044089440665752,69.24772,70.6780825,70.706406,70.706406,-2.895683581392297,7.665082913843911
World,2023-2026,covid_weekly,people_fully_vaccinated_per_hundred,174,0.0,64.98604356321837,65.10431,0.30070057617075907,63.567436,65.067735,65.10431,65.10431,-3.0330058859042177,8.773401820739643
World,2023-2026,covid_weekly,total_boosters_per_hundred,174,0.0,35.428821189655174,35.577507,0.31669577085057465,34.00379,35.4806825,35.577507,35.577507,-2.5867713288993666,6.503861524437854
World,2023-2026,covid_weekly,stringency_index,0,100.0,,,,,,,,,
World,2023-2026,covid_weekly,reproduction_rate,1,99.42528735632183,0.9441,0.9441,,0.9441,0.9441,0.9441,0.9441,,
World,2023-2026,covid_weekly,positive_rate,0,100.0,,,,,,,,,
World,2023-2026,covid_weekly,tests_per_case,0,100.0,,,,,,,,,
World,2023-2026,covid_weekly,excess_mortality_cumulative_per_million,0,100.0,,,,,,,,,
