DATAFLOW,LAST UPDATE,freq,unit,nace_r2,s_adj,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2019-Q4,189.50,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2020-Q1,183.50,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2020-Q2,184.30,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2020-Q3,188.60,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2020-Q4,175.30,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2021-Q1,171.50,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2021-Q2,184.60,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2021-Q3,196.40,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2021-Q4,190.20,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2022-Q1,186.90,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2022-Q2,200.30,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2022-Q3,207.70,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2022-Q4,201.70,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2023-Q1,198.20,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2023-Q2,210.00,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2023-Q3,216.20,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2023-Q4,208.10,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2024-Q1,203.20,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2024-Q2,213.70,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2024-Q3,219.50,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2024-Q4,210.90,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2025-Q1,205.70,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2025-Q2,216.30,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2025-Q3,222.40,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Iceland,2025-Q4,212.90,p,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2017-Q1,18319.00,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2017-Q2,18731.30,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2017-Q3,18923.60,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2017-Q4,18756.60,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2018-Q1,18667.40,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2018-Q2,19071.00,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2018-Q3,19093.30,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2018-Q4,18956.50,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2019-Q1,18808.30,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2019-Q2,19218.70,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2019-Q3,19306.80,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2019-Q4,19117.80,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2020-Q1,18839.30,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2020-Q2,18548.30,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2020-Q3,18874.30,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2020-Q4,18853.30,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2021-Q1,18624.10,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2021-Q2,19120.90,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2021-Q3,19461.30,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2021-Q4,19385.30,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2022-Q1,19145.90,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2022-Q2,19717.40,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2022-Q3,19690.60,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2022-Q4,19824.30,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2023-Q1,19739.40,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2023-Q2,20053.70,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2023-Q3,20128.90,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2023-Q4,20289.20,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2024-Q1,20112.90,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2024-Q2,20493.40,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2024-Q3,20620.10,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2024-Q4,20546.80,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2025-Q1,20508.50,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2025-Q2,20610.80,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2025-Q3,20660.70,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Italy,2025-Q4,20687.90,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2017-Q1,1195.58,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2017-Q2,1202.74,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2017-Q3,1202.17,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2017-Q4,1201.56,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2018-Q1,1190.23,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2018-Q2,1211.61,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2018-Q3,1256.66,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2018-Q4,1227.68,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2019-Q1,1223.53,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2019-Q2,1224.78,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2019-Q3,1227.24,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2019-Q4,1234.60,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2020-Q1,1244.47,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2020-Q2,1203.94,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2020-Q3,1190.89,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2020-Q4,1206.66,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2021-Q1,1201.21,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2021-Q2,1212.26,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2021-Q3,1246.88,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2021-Q4,1246.00,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2022-Q1,1242.87,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2022-Q2,1297.84,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2022-Q3,1305.11,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2022-Q4,1274.80,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2023-Q1,1267.37,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2023-Q2,1318.99,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2023-Q3,1324.42,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2023-Q4,1302.85,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2024-Q1,1305.60,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2024-Q2,1336.77,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2024-Q3,1330.50,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2024-Q4,1327.52,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2025-Q1,1326.43,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2025-Q2,1322.52,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2025-Q3,1340.91,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Lithuania,2025-Q4,1295.08,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Luxembourg,2017-Q1,400.35,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Luxembourg,2017-Q2,406.13,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Luxembourg,2017-Q3,406.28,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Luxembourg,2017-Q4,412.60,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Luxembourg,2018-Q1,415.65,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Luxembourg,2018-Q2,421.10,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Luxembourg,2018-Q3,420.79,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Luxembourg,2018-Q4,426.76,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Luxembourg,2019-Q1,430.93,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Luxembourg,2019-Q2,436.76,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Luxembourg,2019-Q3,435.95,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Luxembourg,2019-Q4,441.73,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Luxembourg,2020-Q1,442.46,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Luxembourg,2020-Q2,441.66,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Luxembourg,2020-Q3,443.35,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Luxembourg,2020-Q4,447.89,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Luxembourg,2021-Q1,450.78,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Luxembourg,2021-Q2,456.92,,
ESTAT:NAMQ_10_A10_E(1.0),21/05/26 23:00:00,Quarterly,Thousand persons,Total - all NACE activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Employees domestic concept,Luxembourg,2021-Q3,456.69,,
