theme,sub_theme,topic,geography_type,geography,metric,sex,age,stratum,year,date,metric_value,in_reporting_delay_period
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-06-17,246.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-06-10,271.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-06-03,174.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-05-27,377.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-05-20,528.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-05-13,674.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-05-06,690.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-04-29,1056.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-04-22,970.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-04-15,951.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-04-08,903.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-04-01,789.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-03-25,734.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-03-18,650.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-03-11,628.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-03-04,621.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-02-25,722.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-02-18,814.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-02-11,1025.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-02-04,1162.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-01-28,1323.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-01-21,1378.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-01-14,1308.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2022,2022-01-07,857.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-12-31,557.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-12-24,797.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-12-17,702.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-12-10,708.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-12-03,729.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-11-26,738.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-11-19,865.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-11-12,943.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-11-05,892.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-10-29,777.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-10-22,708.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-10-15,640.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-10-08,582.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-10-01,715.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-09-24,799.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-09-17,783.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-09-10,786.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-09-03,632.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-08-27,649.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-08-20,551.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-08-13,550.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-08-06,502.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-07-30,389.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-07-23,308.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-07-16,213.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-07-09,176.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-07-02,106.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-06-25,97.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-06-18,102.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-06-11,83.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-06-04,96.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-05-28,92.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-05-21,100.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-05-14,145.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-05-07,124.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-04-30,198.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-04-23,244.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-04-16,346.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-04-09,360.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-04-02,385.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-03-26,687.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-03-19,912.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-03-12,1428.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-03-05,1994.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-02-26,2772.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-02-19,3891.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-02-12,5464.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-02-05,6990.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-01-29,8063.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-01-22,7956.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-01-15,6767.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_deaths_ONSRegByWeek,all,all,default,2021,2021-01-08,5597.0000,False
