DATAFLOW,LAST UPDATE,freq,na_item,sector,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Euro area - 19 countries  (2015-2022),2021-Q4,93.9,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Euro area - 19 countries  (2015-2022),2022-Q1,93.5,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Euro area - 19 countries  (2015-2022),2022-Q2,92.3,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Euro area - 19 countries  (2015-2022),2022-Q3,90.8,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Euro area - 19 countries  (2015-2022),2022-Q4,89.4,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Euro area - 19 countries  (2015-2022),2023-Q1,89.1,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Euro area - 19 countries  (2015-2022),2023-Q2,88.6,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Euro area - 19 countries  (2015-2022),2023-Q3,88.1,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Euro area - 19 countries  (2015-2022),2023-Q4,87.1,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Euro area - 19 countries  (2015-2022),2024-Q1,87.6,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Euro area - 19 countries  (2015-2022),2024-Q2,87.9,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Euro area - 19 countries  (2015-2022),2024-Q3,87.9,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Euro area - 19 countries  (2015-2022),2024-Q4,87.2,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Euro area - 19 countries  (2015-2022),2025-Q1,87.8,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Euro area - 19 countries  (2015-2022),2025-Q2,88.3,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Euro area - 19 countries  (2015-2022),2025-Q3,88.6,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Euro area - 19 countries  (2015-2022),2025-Q4,88.1,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2017-Q3,9.5,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2017-Q4,9.4,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2018-Q1,9.1,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2018-Q2,8.9,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2018-Q3,8.7,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2018-Q4,8.5,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2019-Q1,8.3,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2019-Q2,9.7,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2019-Q3,9.6,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2019-Q4,9.0,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2020-Q1,9.5,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2020-Q2,19.0,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2020-Q3,19.2,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2020-Q4,19.1,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2021-Q1,19.7,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2021-Q2,19.7,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2021-Q3,19.8,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2021-Q4,18.4,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2022-Q1,18.1,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2022-Q2,17.7,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2022-Q3,16.7,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2022-Q4,19.2,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2023-Q1,17.8,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2023-Q2,19.0,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2023-Q3,18.7,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2023-Q4,20.2,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2024-Q1,24.0,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2024-Q2,23.6,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2024-Q3,23.8,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2024-Q4,23.5,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2025-Q1,23.9,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2025-Q2,23.2,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2025-Q3,22.8,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Estonia,2025-Q4,24.1,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2017-Q3,179.7,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2017-Q4,182.1,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2018-Q1,184.4,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2018-Q2,184.6,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2018-Q3,190.0,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2018-Q4,189.0,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2019-Q1,189.8,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2019-Q2,187.6,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2019-Q3,185.3,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2019-Q4,183.2,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2020-Q1,183.5,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2020-Q2,194.6,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2020-Q3,202.7,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2020-Q4,209.4,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2021-Q1,212.9,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2021-Q2,211.5,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2021-Q3,206.3,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2021-Q4,197.3,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2022-Q1,193.5,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2022-Q2,188.5,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2022-Q3,182.3,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2022-Q4,177.8,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2023-Q1,174.0,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2023-Q2,171.5,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2023-Q3,168.9,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2023-Q4,164.3,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2024-Q1,162.1,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2024-Q2,160.3,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2024-Q3,158.6,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2024-Q4,154.2,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2025-Q1,152.9,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2025-Q2,152.0,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2025-Q3,149.8,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Greece,2025-Q4,146.1,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2017-Q3,101.8,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2017-Q4,101.2,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2018-Q1,101.7,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2018-Q2,101.1,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2018-Q3,101.2,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2018-Q4,99.8,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2019-Q1,100.6,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2019-Q2,100.6,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2019-Q3,99.6,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2019-Q4,97.7,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2020-Q1,101.3,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2020-Q2,112.6,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2020-Q3,116.5,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2020-Q4,119.3,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2021-Q1,124.2,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2021-Q2,121.2,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2021-Q3,119.4,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2021-Q4,115.7,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2022-Q1,114.6,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2022-Q2,112.9,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2022-Q3,112.1,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2022-Q4,109.3,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2023-Q1,108.9,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2023-Q2,108.8,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2023-Q3,107.3,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2023-Q4,105.2,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2024-Q1,106.3,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2024-Q2,105.2,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2024-Q3,104.2,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2024-Q4,101.6,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2025-Q1,103.3,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2025-Q2,103.4,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2025-Q3,103.1,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),Spain,2025-Q4,100.7,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2017-Q3,83.0,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2017-Q4,81.5,,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2018-Q1,81.4,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2018-Q2,80.8,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2018-Q3,80.7,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2018-Q4,79.5,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2019-Q1,79.8,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2019-Q2,79.6,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2019-Q3,79.0,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2019-Q4,77.5,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2020-Q1,79.0,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2020-Q2,87.1,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2020-Q3,89.0,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2020-Q4,89.5,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2021-Q1,91.5,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2021-Q2,89.7,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2021-Q3,88.7,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2021-Q4,86.7,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2022-Q1,86.2,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2022-Q2,85.0,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2022-Q3,83.6,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2022-Q4,82.4,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2023-Q1,82.2,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2023-Q2,81.8,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2023-Q3,81.2,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2023-Q4,80.5,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2024-Q1,81.0,p,
ESTAT:GOV_10Q_GGDEBT(1.0),22/04/26 11:00:00,Quarterly,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2024-Q2,81.2,p,
